Tabelle: 12711-0006
Wanderungen zwischen Deutschland und dem Ausland:;;;;;;;;;
Deutschland, Jahre, Nationalität, Geschlecht, Altersjahre;;;;;;;;;
Wanderungsstatistik;;;;;;;;;;;;;;;;;;
Deutschland;;;;;;;;;;;;;;;;;;
;Deutsche;;;;;;;;;;;;;;;;;
;männlich;;;;;;weiblich;;;;;;Insgesamt;;;;;
;Zuzüge aus dem Ausland;;Fortzüge in das Ausland;;Wanderungssaldo;;Zuzüge aus dem Ausland;;Fortzüge in das Ausland;;Wanderungssaldo;;Zuzüge aus dem Ausland;;Fortzüge in das Ausland;;Wanderungssaldo;
;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
2000;;;;;;;;;;;;;;;;;;
58-Jährige;655;e;490;e;165;e;421;e;232;e;189;e;1076;e;722;e;354;e
59-Jährige;620;e;387;e;233;e;562;e;257;e;305;e;1182;e;644;e;538;e
60-Jährige;888;e;567;e;321;e;683;e;339;e;344;e;1571;e;906;e;665;e
61-Jährige;836;e;542;e;294;e;676;e;309;e;367;e;1512;e;851;e;661;e
62-Jährige;777;e;449;e;328;e;736;e;269;e;467;e;1513;e;718;e;795;e
63-Jährige;801;e;441;e;360;e;748;e;229;e;519;e;1549;e;670;e;879;e
64-Jährige;657;e;328;e;329;e;670;e;208;e;462;e;1327;e;536;e;791;e
65-Jährige;651;e;308;e;343;e;634;e;201;e;433;e;1285;e;509;e;776;e
66-Jährige;530;e;255;e;275;e;512;e;133;e;379;e;1042;e;388;e;654;e
67-Jährige;370;e;195;e;175;e;363;e;121;e;242;e;733;e;316;e;417;e
68-Jährige;290;e;114;e;176;e;287;e;107;e;180;e;577;e;221;e;356;e
69-Jährige;297;e;120;e;177;e;329;e;91;e;238;e;626;e;211;e;415;e
70-Jährige;297;e;106;e;191;e;379;e;79;e;300;e;676;e;185;e;491;e
71-Jährige;308;e;105;e;203;e;347;e;132;e;215;e;655;e;237;e;418;e
72-Jährige;251;e;107;e;144;e;341;e;86;e;255;e;592;e;193;e;399;e
73-Jährige;239;e;79;e;160;e;338;e;96;e;242;e;577;e;175;e;402;e
74-Jährige;204;e;75;e;129;e;300;e;96;e;204;e;504;e;171;e;333;e
75-Jährige;169;e;67;e;102;e;319;e;90;e;229;e;488;e;157;e;331;e
76-Jährige;130;e;72;e;58;e;243;e;91;e;152;e;373;e;163;e;210;e
77-Jährige;109;e;49;e;60;e;179;e;58;e;121;e;288;e;107;e;181;e
78-Jährige;87;e;54;e;33;e;157;e;94;e;63;e;244;e;148;e;96;e
79-Jährige;64;e;45;e;19;e;111;e;64;e;47;e;175;e;109;e;66;e
80-Jährige;52;e;40;e;12;e;114;e;74;e;40;e;166;e;114;e;52;e
81-Jährige;51;e;49;e;2;e;105;e;74;e;31;e;156;e;123;e;33;e
82-Jährige;40;e;17;e;23;e;75;e;37;e;38;e;115;e;54;e;61;e
83-Jährige;27;e;21;e;6;e;57;e;41;e;16;e;84;e;62;e;22;e
84-Jährige;15;e;13;e;2;e;34;e;25;e;9;e;49;e;38;e;11;e
85-Jährige;18;e;16;e;2;e;34;e;29;e;5;e;52;e;45;e;7;e
86-Jährige;14;e;11;e;3;e;58;e;34;e;24;e;72;e;45;e;27;e
87-Jährige;17;e;13;e;4;e;70;e;38;e;32;e;87;e;51;e;36;e
88-Jährige;19;e;11;e;8;e;46;e;44;e;2;e;65;e;55;e;10;e
