year,country,emigration,immigration,return_rate_country
2005,Israel,455,325,0.7142857142857143
2005,Italien,3435,2498,0.7272197962154294
2005,Japan,578,456,0.7889273356401384
2005,Jemen,54,37,0.6851851851851852
2005,Jordanien,131,119,0.9083969465648855
2005,Kamerun,46,66,1.434782608695652
2005,Kanada,3029,1141,0.37669197755034667
2005,Kasachstan,728,10460,14.368131868131869
2005,Kenia,192,231,1.203125
2005,Kirgisistan,50,774,15.48
2005,Kolumbien,209,302,1.444976076555024
2005,"Kongo, Demokratische Republik",22,18,0.8181818181818182
2005,"Kongo, Republik",19,11,0.5789473684210527
2005,"Korea, Demokratische Volksrepublik",37,33,0.8918918918918919
2005,"Korea, Republik",130,119,0.9153846153846154
2005,Kosovo,0,0,
2005,Kroatien,378,252,0.6666666666666666
2005,Kuwait,82,36,0.43902439024390244
2005,Lettland,72,83,1.1527777777777777
2005,Libanon,448,345,0.7700892857142857
2005,Libyen,43,30,0.6976744186046512
2005,Litauen,96,159,1.65625
2005,Luxemburg,828,567,0.6847826086956522
2005,Malta,62,44,0.7096774193548387
2005,Marokko,208,178,0.8557692307692307
2005,Mexiko,593,559,0.9426644182124789
2005,Montenegro (ab 03.06.2006),0,0,
2005,Namibia,228,181,0.793859649122807
2005,Neuseeland,853,393,0.46072684642438455
2005,Nicaragua,38,53,1.394736842105263
2005,Niederlande,3404,3603,1.058460634547591
2005,Niger,12,22,1.8333333333333333
2005,Nigeria,132,170,1.2878787878787878
2005,Nordmazedonien,49,42,0.8571428571428571
2005,Norwegen,991,381,0.384460141271443
2005,Pakistan,365,289,0.7917808219178082
2005,Paraguay,350,274,0.7828571428571428
2005,Peru,195,228,1.1692307692307693
2005,Philippinen,437,427,0.977116704805492
2005,Polen,9229,12214,1.3234369920901505
2005,Portugal,946,725,0.766384778012685
2005,Ruanda,24,12,0.5
2005,Rumänien,520,514,0.9884615384615385
2005,Russische Föderation,2423,20588,8.496904663640116
2005,Saudi-Arabien,115,129,1.1217391304347826
2005,Schweden,1422,623,0.4381153305203938
2005,Schweiz,14409,5184,0.35977514053716425
2005,Senegal,53,61,1.150943396226415
2005,Serbien,0,0,
2005,Singapur,466,294,0.630901287553648
2005,Slowakei,231,137,0.5930735930735931
2005,Slowenien,195,71,0.3641025641025641
2005,Somalia,6,11,1.8333333333333333
2005,Spanien,7317,5972,0.8161814951482849
2005,Syrien,161,99,0.6149068322981367
2005,Südafrika,1009,862,0.8543111992071358
2005,Tadschikistan,46,67,1.4565217391304348
2005,Tansania,143,167,1.167832167832168
2005,Thailand,1064,796,0.7481203007518797
2005,Tschechien,959,658,0.6861313868613139
2005,Tunesien,304,238,0.7828947368421053
2005,Türkei,2795,1592,0.5695885509838998
2005,Uganda,79,69,0.8734177215189873
2005,Ukraine,296,1512,5.108108108108108
2005,Unbekanntes Ausland,0,0,
2005,Ungarn,977,635,0.6499488229273286
2005,Ungeklärt / Ohne Angabe,21478,11144,0.5188565043300121
2005,Uruguay,76,54,0.7105263157894737
2005,Usbekistan,27,336,12.444444444444445
2005,"Venezuela, Bolivarische Republik",179,197,1.100558659217877
2005,Vereinigte Arabische Emirate,833,375,0.45018007202881155
2005,Vereinigte Staaten,13569,8902,0.6560542412852827
2005,Vereinigtes Königreich,9012,4388,0.4869063470927652
2005,Vietnam,119,111,0.9327731092436975
2005,Zentralafrikanische Republik,19,7,0.3684210526315789
2005,Zypern,145,107,0.7379310344827587
2005,Ägypten,453,403,0.8896247240618101
2005,Äthiopien,117,95,0.811965811965812
2005,Österreich,9314,4437,0.4763796435473481
2005,Übriges Afrika,550,637,1.1581818181818182
2005,Übriges Amerika,736,857,1.1644021739130435
2005,Übriges Asien,844,704,0.8341232227488151
2005,Übriges Europa,445,491,1.1033707865168538
2005,Übriges Ozeanien,79,93,1.1772151898734178
2006,Afghanistan,138,143,1.036231884057971
2006,Albanien,49,31,0.6326530612244898
2006,Algerien,160,117,0.73125
2006,Andorra,12,8,0.6666666666666666
2006,Angola,33,19,0.5757575757575758
2006,Argentinien,366,288,0.7868852459016393
2006,Armenien,16,11,0.6875
2006,Aserbaidschan,37,26,0.7027027027027027
2006,Australien,2944,1500,0.5095108695652174
2006,Belarus,60,99,1.65
2006,Belgien,2638,1799,0.6819560272934041
2006,"Bolivien, Plurinationaler Staat",133,164,1.2330827067669172
2006,Bosnien und Herzegowina,126,90,0.7142857142857143
2006,Brasilien,1300,1196,0.92
2006,Bulgarien,179,129,0.7206703910614525
2006,Chile,323,305,0.9442724458204335
2006,China,2294,1342,0.5850043591979076
2006,Costa Rica,117,106,0.905982905982906
2006,Cote d'Ivoire,10,12,1.2
2006,Dänemark,1224,482,0.3937908496732026
2006,Estland,72,44,0.6111111111111112
2006,Finnland,368,192,0.5217391304347826
2006,Frankreich,7572,5462,0.7213417855256207
2006,Georgien,31,44,1.4193548387096775
2006,Ghana,159,158,0.9937106918238994
2006,Griechenland,1380,768,0.5565217391304348
2006,Honduras,43,36,0.8372093023255814
2006,Indien,532,464,0.8721804511278195
2006,Indonesien,346,241,0.6965317919075145
2006,Insgesamt,155290,103388,0.665773713696954
2006,Irak,309,163,0.5275080906148867
2006,"Iran, Islamische Republik",306,234,0.7647058823529411
2006,Irland,1249,632,0.5060048038430744
2006,Island,133,42,0.3157894736842105
2006,Israel,422,371,0.8791469194312796
2006,Italien,3437,2480,0.7215594995635729
2006,Japan,594,508,0.8552188552188552
2006,Jemen,42,38,0.9047619047619048
2006,Jordanien,206,142,0.6893203883495146
2006,Kamerun,72,57,0.7916666666666666
2006,Kanada,3831,1101,0.2873923257635082
2006,Kasachstan,747,2121,2.8393574297188753
2006,Kenia,213,226,1.0610328638497653
2006,Kirgisistan,63,225,3.5714285714285716
2006,Kolumbien,208,358,1.7211538461538463
2006,"Kongo, Demokratische Republik",22,21,0.9545454545454546
2006,"Kongo, Republik",10,10,1.0
2006,"Korea, Demokratische Volksrepublik",49,30,0.6122448979591837
2006,"Korea, Republik",139,124,0.8920863309352518
2006,Kosovo,0,0,
2006,Kroatien,415,233,0.5614457831325301
2006,Kuwait,73,29,0.3972602739726027
2006,Lettland,79,68,0.8607594936708861
2006,Libanon,487,672,1.379876796714579
2006,Libyen,39,33,0.8461538461538461
2006,Litauen,101,120,1.188118811881188
2006,Luxemburg,902,609,0.6751662971175166
2006,Malta,75,56,0.7466666666666667
2006,Marokko,255,227,0.8901960784313725
2006,Mexiko,739,548,0.7415426251691475
2006,Montenegro (ab 03.06.2006),3,8,2.6666666666666665
2006,Namibia,213,184,0.863849765258216
2006,Neuseeland,1020,501,0.49117647058823527
2006,Nicaragua,43,34,0.7906976744186046
2006,Niederlande,3554,3084,0.8677546426561621
2006,Niger,18,15,0.8333333333333334
2006,Nigeria,141,150,1.0638297872340425
2006,Nordmazedonien,65,46,0.7076923076923077
2006,Norwegen,1469,406,0.2763784887678693
2006,Pakistan,364,280,0.7692307692307693
2006,Paraguay,435,274,0.6298850574712643
2006,Peru,220,216,0.9818181818181818
2006,Philippinen,426,390,0.9154929577464789
2006,Polen,9090,11900,1.3091309130913091
2006,Portugal,830,723,0.8710843373493976
2006,Ruanda,26,28,1.0769230769230769
2006,Rumänien,582,491,0.8436426116838488
2006,Russische Föderation,2634,6816,2.5876993166287017
2006,Saudi-Arabien,182,127,0.6978021978021978
2006,Schweden,1700,612,0.36
2006,Schweiz,18007,5836,0.32409618481701563
2006,Senegal,61,50,0.819672131147541
2006,Serbien,0,0,
2006,Singapur,541,320,0.5914972273567468
2006,Slowakei,215,155,0.7209302325581395
2006,Slowenien,224,71,0.3169642857142857
2006,Somalia,12,5,0.4166666666666667
2006,Spanien,8149,6023,0.7391090931402626
2006,Syrien,241,146,0.6058091286307054
2006,Südafrika,1068,860,0.8052434456928839
2006,Tadschikistan,46,19,0.41304347826086957
2006,Tansania,135,123,0.9111111111111111
2006,Thailand,1105,849,0.7683257918552037
2006,Tschechien,973,624,0.6413155190133607
2006,Tunesien,250,255,1.02
2006,Türkei,3451,1860,0.5389742103738047
2006,Uganda,69,66,0.9565217391304348
2006,Ukraine,284,711,2.5035211267605635
2006,Unbekanntes Ausland,251,201,0.8007968127490039
2006,Ungarn,998,640,0.6412825651302605
2006,Ungeklärt / Ohne Angabe,19442,9062,0.4661043102561465
2006,Uruguay,71,74,1.0422535211267605
2006,Usbekistan,23,103,4.478260869565218
2006,"Venezuela, Bolivarische Republik",195,195,1.0
2006,Vereinigte Arabische Emirate,1144,433,0.3784965034965035
2006,Vereinigte Staaten,13750,8815,0.641090909090909
2006,Vereinigtes Königreich,9395,4600,0.48962213943587013
2006,Vietnam,196,141,0.7193877551020408
2006,Zentralafrikanische Republik,13,5,0.38461538461538464
2006,Zypern,160,130,0.8125
2006,Ägypten,525,434,0.8266666666666667
2006,Äthiopien,182,94,0.5164835164835165
2006,Österreich,10345,4889,0.4725954567423876
2006,Übriges Afrika,574,551,0.9599303135888502
2006,Übriges Amerika,785,791,1.0076433121019108
2006,Übriges Asien,901,711,0.7891231964483907
2006,Übriges Europa,532,428,0.8045112781954887
2006,Übriges Ozeanien,83,79,0.9518072289156626
2007,Afghanistan,140,153,1.0928571428571427
2007,Albanien,43,32,0.7441860465116279
2007,Algerien,146,129,0.8835616438356164
2007,Andorra,11,21,1.9090909090909092
2007,Angola,33,29,0.8787878787878788
2007,Argentinien,429,303,0.7062937062937062
2007,Armenien,25,19,0.76
2007,Aserbaidschan,30,30,1.0
2007,Australien,3317,1732,0.5221585770274344
2007,Belarus,66,110,1.6666666666666667
2007,Belgien,2593,1868,0.7204010798303124
2007,"Bolivien, Plurinationaler Staat",176,210,1.1931818181818181
2007,Bosnien und Herzegowina,137,124,0.9051094890510949
2007,Brasilien,1352,1290,0.9541420118343196
2007,Bulgarien,269,198,0.7360594795539034
2007,Chile,384,390,1.015625
2007,China,2296,1488,0.6480836236933798
2007,Costa Rica,154,111,0.7207792207792207
2007,Cote d'Ivoire,18,17,0.9444444444444444
2007,Dänemark,2082,589,0.2829010566762728
2007,Estland,66,51,0.7727272727272727
2007,Finnland,416,190,0.4567307692307692
2007,Frankreich,7346,5851,0.7964878845630275
2007,Georgien,41,44,1.0731707317073171
2007,Ghana,180,141,0.7833333333333333
2007,Griechenland,1524,876,0.5748031496062992
2007,Honduras,58,36,0.6206896551724138
2007,Indien,707,488,0.6902404526166902
2007,Indonesien,281,297,1.0569395017793595
2007,Insgesamt,161105,106014,0.6580428912820832
2007,Irak,278,231,0.8309352517985612
2007,"Iran, Islamische Republik",354,258,0.7288135593220338
2007,Irland,1376,773,0.5617732558139535
2007,Island,128,55,0.4296875
2007,Israel,373,325,0.871313672922252
2007,Italien,3405,2587,0.7597650513950074
2007,Japan,566,544,0.9611307420494699
2007,Jemen,37,32,0.8648648648648649
2007,Jordanien,221,198,0.8959276018099548
2007,Kamerun,59,79,1.3389830508474576
2007,Kanada,4480,1544,0.34464285714285714
2007,Kasachstan,684,1867,2.72953216374269
2007,Kenia,202,253,1.2524752475247525
2007,Kirgisistan,66,234,3.5454545454545454
2007,Kolumbien,236,319,1.3516949152542372
2007,"Kongo, Demokratische Republik",24,30,1.25
2007,"Kongo, Republik",13,17,1.3076923076923077
2007,"Korea, Demokratische Volksrepublik",53,33,0.6226415094339622
2007,"Korea, Republik",170,149,0.8764705882352941
2007,Kosovo,0,0,
2007,Kroatien,497,266,0.5352112676056338
2007,Kuwait,75,57,0.76
2007,Lettland,110,71,0.6454545454545455
2007,Libanon,542,367,0.6771217712177122
2007,Libyen,45,32,0.7111111111111111
2007,Litauen,139,123,0.8848920863309353
2007,Luxemburg,908,703,0.7742290748898678
2007,Malta,80,67,0.8375
2007,Marokko,291,239,0.8213058419243986
2007,Mexiko,634,557,0.8785488958990536
2007,Montenegro (ab 03.06.2006),19,14,0.7368421052631579
2007,Namibia,235,233,0.9914893617021276
2007,Neuseeland,1162,508,0.43717728055077454
2007,Nicaragua,47,40,0.851063829787234
2007,Niederlande,3697,3012,0.8147146334866108
2007,Niger,11,8,0.7272727272727273
2007,Nigeria,146,150,1.0273972602739727
2007,Nordmazedonien,55,36,0.6545454545454545
2007,Norwegen,2485,526,0.21167002012072433
2007,Pakistan,392,344,0.8775510204081632
2007,Paraguay,502,299,0.5956175298804781
2007,Peru,261,244,0.9348659003831418
2007,Philippinen,467,406,0.8693790149892934
2007,Polen,10451,13622,1.303415941058272
2007,Portugal,937,753,0.8036286019210246
2007,Ruanda,36,28,0.7777777777777778
2007,Rumänien,764,557,0.7290575916230366
2007,Russische Föderation,2695,5527,2.050834879406308
2007,Saudi-Arabien,195,135,0.6923076923076923
2007,Schweden,2178,718,0.32966023875114786
2007,Schweiz,23459,6860,0.2924250820580587
2007,Senegal,53,46,0.8679245283018868
2007,Serbien,0,0,
2007,Singapur,661,411,0.6217851739788199
2007,Slowakei,249,149,0.5983935742971888
2007,Slowenien,200,75,0.375
2007,Somalia,4,3,0.75
2007,Spanien,8991,6944,0.7723278834389945
2007,Syrien,252,241,0.9563492063492064
2007,Südafrika,1087,948,0.8721251149954001
2007,Tadschikistan,53,50,0.9433962264150944
2007,Tansania,101,150,1.4851485148514851
2007,Thailand,1201,972,0.8093255620316403
2007,Tschechien,952,677,0.7111344537815126
2007,Tunesien,294,261,0.8877551020408163
2007,Türkei,3826,2232,0.5833768949294302
2007,Uganda,75,85,1.1333333333333333
2007,Ukraine,327,603,1.8440366972477065
2007,Unbekanntes Ausland,297,225,0.7575757575757576
2007,Ungarn,1028,717,0.6974708171206225
2007,Ungeklärt / Ohne Angabe,9571,4209,0.43976595966983595
2007,Uruguay,89,62,0.6966292134831461
2007,Usbekistan,39,119,3.051282051282051
2007,"Venezuela, Bolivarische Republik",192,215,1.1197916666666667
2007,Vereinigte Arabische Emirate,1251,610,0.4876099120703437
2007,Vereinigte Staaten,14385,9444,0.656517205422315
2007,Vereinigtes Königreich,9996,5000,0.5002000800320128
2007,Vietnam,208,139,0.6682692307692307
2007,Zentralafrikanische Republik,4,6,1.5
2007,Zypern,145,161,1.110344827586207
2007,Ägypten,482,462,0.9585062240663901
2007,Äthiopien,212,121,0.5707547169811321
2007,Österreich,11201,5147,0.4595125435228997
2007,Übriges Afrika,670,594,0.8865671641791045
2007,Übriges Amerika,833,839,1.007202881152461
2007,Übriges Asien,997,777,0.7793380140421263
2007,Übriges Europa,545,402,0.7376146788990826
2007,Übriges Ozeanien,74,71,0.9594594594594594
2008,Afghanistan,171,178,1.04093567251462
2008,Albanien,51,39,0.7647058823529411
2008,Algerien,177,149,0.8418079096045198
2008,Andorra,16,14,0.875
2008,Angola,23,27,1.173913043478261
2008,Argentinien,502,367,0.7310756972111554
2008,Armenien,20,24,1.2
2008,Aserbaidschan,39,28,0.717948717948718
2008,Australien,3674,2148,0.5846488840500816
2008,Belarus,77,89,1.155844155844156
2008,Belgien,2608,1995,0.7649539877300614
2008,"Bolivien, Plurinationaler Staat",203,194,0.9556650246305419
2008,Bosnien und Herzegowina,144,90,0.625
2008,Brasilien,1446,1255,0.867911479944675
2008,Bulgarien,283,207,0.7314487632508834
2008,Chile,409,406,0.9926650366748166
2008,China,2553,2072,0.8115942028985508
2008,Costa Rica,179,134,0.7486033519553073
2008,Cote d'Ivoire,23,17,0.7391304347826086
2008,Dänemark,2208,754,0.34148550724637683
2008,Estland,103,46,0.44660194174757284
2008,Finnland,461,217,0.47071583514099785
2008,Frankreich,7988,5844,0.7315973960941412
2008,Georgien,48,51,1.0625
2008,Ghana,197,151,0.766497461928934
2008,Griechenland,1543,860,0.5573558003888529
2008,Honduras,55,65,1.1818181818181819
2008,Indien,805,611,0.7590062111801242
2008,Indonesien,308,284,0.922077922077922
2008,Insgesamt,174759,108331,0.6198879599906156
2008,Irak,340,232,0.6823529411764706
2008,"Iran, Islamische Republik",340,288,0.8470588235294118
2008,Irland,1363,954,0.6999266324284666
2008,Island,144,67,0.4652777777777778
2008,Israel,334,371,1.1107784431137724
2008,Italien,3645,2640,0.7242798353909465
2008,Japan,654,568,0.8685015290519877
2008,Jemen,58,52,0.896551724137931
2008,Jordanien,309,221,0.7152103559870551
2008,Kamerun,65,73,1.123076923076923
2008,Kanada,5605,1660,0.296164139161463
2008,Kasachstan,772,1440,1.8652849740932642
2008,Kenia,284,268,0.9436619718309859
2008,Kirgisistan,64,164,2.5625
2008,Kolumbien,275,351,1.2763636363636364
2008,"Kongo, Demokratische Republik",36,32,0.8888888888888888
2008,"Kongo, Republik",13,7,0.5384615384615384
2008,"Korea, Demokratische Volksrepublik",42,42,1.0
2008,"Korea, Republik",171,145,0.847953216374269
2008,Kosovo,79,47,0.5949367088607594
2008,Kroatien,544,267,0.49080882352941174
2008,Kuwait,78,64,0.8205128205128205
2008,Lettland,116,66,0.5689655172413793
2008,Libanon,649,348,0.5362095531587057
2008,Libyen,75,41,0.5466666666666666
2008,Litauen,132,128,0.9696969696969697
2008,Luxemburg,953,701,0.7355718782791185
2008,Malta,110,53,0.4818181818181818
2008,Marokko,353,282,0.7988668555240793
2008,Mexiko,760,669,0.8802631578947369
2008,Montenegro (ab 03.06.2006),45,21,0.4666666666666667
2008,Namibia,295,249,0.8440677966101695
2008,Neuseeland,1373,665,0.48434085943190097
2008,Nicaragua,53,61,1.150943396226415
2008,Niederlande,4282,2950,0.6889304063521718
2008,Niger,11,12,1.0909090909090908
2008,Nigeria,172,157,0.9127906976744186
2008,Nordmazedonien,54,53,0.9814814814814815
2008,Norwegen,2973,707,0.23780692902791792
2008,Pakistan,411,435,1.0583941605839415
2008,Paraguay,505,344,0.6811881188118812
2008,Peru,259,224,0.8648648648648649
2008,Philippinen,547,445,0.8135283363802559
2008,Polen,13711,12131,0.8847640580555758
2008,Portugal,966,734,0.7598343685300207
2008,Ruanda,32,34,1.0625
2008,Rumänien,917,628,0.6848418756815703
2008,Russische Föderation,3299,4295,1.3019096695968475
2008,Saudi-Arabien,215,119,0.5534883720930233
2008,Schweden,2410,727,0.3016597510373444
2008,Schweiz,29139,8216,0.2819588867153986
2008,Senegal,75,65,0.8666666666666667
2008,Serbien,261,184,0.7049808429118773
2008,Singapur,745,437,0.5865771812080537
2008,Slowakei,271,190,0.7011070110701108
2008,Slowenien,224,72,0.32142857142857145
2008,Somalia,13,1,0.07692307692307693
2008,Spanien,9245,7891,0.8535424553812871
2008,Syrien,324,258,0.7962962962962963
2008,Südafrika,1231,1069,0.8683996750609261
2008,Tadschikistan,40,28,0.7
2008,Tansania,149,147,0.9865771812080537
2008,Thailand,1386,976,0.7041847041847041
2008,Tschechien,986,668,0.6774847870182555
2008,Tunesien,371,263,0.7088948787061995
2008,Türkei,4609,2569,0.5573877196788891
2008,Uganda,104,84,0.8076923076923077
2008,Ukraine,430,604,1.4046511627906977
2008,Unbekanntes Ausland,422,288,0.6824644549763034
2008,Ungarn,1132,772,0.6819787985865724
2008,Ungeklärt / Ohne Angabe,153,693,4.529411764705882
2008,Uruguay,134,65,0.48507462686567165
2008,Usbekistan,31,157,5.064516129032258
2008,"Venezuela, Bolivarische Republik",205,209,1.0195121951219512
2008,Vereinigte Arabische Emirate,2052,774,0.37719298245614036
2008,Vereinigte Staaten,15436,10524,0.681782845296709
2008,Vereinigtes Königreich,10706,5824,0.5439940220437138
2008,Vietnam,212,176,0.8301886792452831
2008,Zentralafrikanische Republik,13,11,0.8461538461538461
2008,Zypern,189,124,0.656084656084656
2008,Ägypten,645,488,0.7565891472868217
2008,Äthiopien,172,144,0.8372093023255814
2008,Österreich,13336,6202,0.46505698860227956
2008,Übriges Afrika,743,633,0.8519515477792732
2008,Übriges Amerika,890,787,0.8842696629213483
2008,Übriges Asien,1120,903,0.80625
2008,Übriges Europa,293,203,0.6928327645051194
2008,Übriges Ozeanien,65,84,1.2923076923076924
2009,Afghanistan,187,157,0.839572192513369
2009,Albanien,48,33,0.6875
2009,Algerien,169,185,1.0946745562130178
2009,Andorra,11,13,1.1818181818181819
2009,Angola,30,23,0.7666666666666667
2009,Argentinien,471,414,0.8789808917197452
2009,Armenien,36,49,1.3611111111111112
2009,Aserbaidschan,39,29,0.7435897435897436
2009,Australien,3554,2439,0.6862689926842994
2009,Belarus,54,58,1.0740740740740742
2009,Belgien,2429,1981,0.8155619596541787
2009,"Bolivien, Plurinationaler Staat",185,194,1.0486486486486486
2009,Bosnien und Herzegowina,167,122,0.7305389221556886
2009,Brasilien,1448,1267,0.875
2009,Bulgarien,287,283,0.9860627177700348
2009,Chile,462,426,0.922077922077922
2009,China,2279,2178,0.9556823168056165
2009,Costa Rica,155,168,1.0838709677419356
2009,Cote d'Ivoire,29,21,0.7241379310344828
2009,Dänemark,1667,929,0.5572885422915417
2009,Estland,70,59,0.8428571428571429
2009,Finnland,411,301,0.732360097323601
2009,Frankreich,7317,6245,0.8534918682520158
2009,Georgien,56,64,1.1428571428571428
2009,Ghana,199,205,1.0301507537688441
2009,Griechenland,1495,993,0.6642140468227424
2009,Honduras,49,61,1.2448979591836735
2009,Indien,741,752,1.0148448043184886
2009,Indonesien,321,314,0.9781931464174455
2009,Insgesamt,154988,114700,0.7400572947583038
2009,Irak,517,212,0.41005802707930367
2009,"Iran, Islamische Republik",393,321,0.816793893129771
2009,Irland,953,988,1.036726128016789
2009,Island,77,74,0.961038961038961
2009,Israel,507,431,0.8500986193293886
2009,Italien,3277,2816,0.8593225511138236
2009,Japan,587,532,0.9063032367972743
2009,Jemen,50,56,1.12
2009,Jordanien,273,228,0.8351648351648352
2009,Kamerun,71,56,0.7887323943661971
2009,Kanada,4258,2058,0.4833255049318929
2009,Kasachstan,551,1309,2.3756805807622503
2009,Kenia,260,238,0.9153846153846154
2009,Kirgisistan,82,169,2.0609756097560976
2009,Kolumbien,255,339,1.3294117647058823
2009,"Kongo, Demokratische Republik",38,39,1.0263157894736843
2009,"Kongo, Republik",28,16,0.5714285714285714
2009,"Korea, Demokratische Volksrepublik",43,34,0.7906976744186046
2009,"Korea, Republik",151,136,0.9006622516556292
2009,Kosovo,155,119,0.7677419354838709
2009,Kroatien,581,361,0.621342512908778
2009,Kuwait,80,52,0.65
2009,Lettland,72,83,1.1527777777777777
2009,Libanon,810,503,0.6209876543209877
2009,Libyen,96,63,0.65625
2009,Litauen,112,138,1.2321428571428572
2009,Luxemburg,827,590,0.713422007255139
2009,Malta,104,61,0.5865384615384616
2009,Marokko,343,309,0.9008746355685131
2009,Mexiko,747,760,1.0174029451137885
2009,Montenegro (ab 03.06.2006),31,22,0.7096774193548387
2009,Namibia,286,223,0.7797202797202797
2009,Neuseeland,1261,860,0.6819984139571769
2009,Nicaragua,50,35,0.7
2009,Niederlande,3906,2966,0.7593445980542755
2009,Niger,26,15,0.5769230769230769
2009,Nigeria,172,157,0.9127906976744186
2009,Nordmazedonien,61,49,0.8032786885245902
2009,Norwegen,2086,828,0.3969319271332694
2009,Pakistan,369,358,0.9701897018970189
2009,Paraguay,477,336,0.7044025157232704
2009,Peru,296,246,0.831081081081081
2009,Philippinen,591,478,0.8087986463620981
2009,Polen,12049,11846,0.9831521288073699
2009,Portugal,887,753,0.8489289740698985
2009,Ruanda,39,29,0.7435897435897436
2009,Rumänien,840,686,0.8166666666666667
2009,Russische Föderation,2780,3735,1.3435251798561152
2009,Saudi-Arabien,272,150,0.5514705882352942
2009,Schweden,2100,1040,0.49523809523809526
2009,Schweiz,24624,9340,0.37930474333983105
2009,Senegal,47,69,1.4680851063829787
2009,Serbien,256,198,0.7734375
2009,Singapur,589,583,0.9898132427843803
2009,Slowakei,221,162,0.7330316742081447
2009,Slowenien,218,83,0.38073394495412843
2009,Somalia,5,5,1.0
2009,Spanien,7836,8248,1.0525778458397141
2009,Syrien,282,252,0.8936170212765957
2009,Südafrika,1147,1024,0.8927637314734089
2009,Tadschikistan,27,37,1.3703703703703705
2009,Tansania,157,133,0.8471337579617835
2009,Thailand,1505,1123,0.7461794019933555
2009,Tschechien,978,780,0.7975460122699386
2009,Tunesien,369,301,0.8157181571815718
2009,Türkei,4633,2906,0.6272393697388301
2009,Uganda,104,95,0.9134615384615384
2009,Ukraine,336,725,2.1577380952380953
2009,Unbekanntes Ausland,399,233,0.5839598997493735
2009,Ungarn,991,774,0.781029263370333
2009,Ungeklärt / Ohne Angabe,158,554,3.5063291139240507
2009,Uruguay,100,81,0.81
2009,Usbekistan,32,80,2.5
2009,"Venezuela, Bolivarische Republik",183,266,1.453551912568306
2009,Vereinigte Arabische Emirate,1835,1040,0.5667574931880109
2009,Vereinigte Staaten,13445,11166,0.8304946076608405
2009,Vereinigtes Königreich,9112,6153,0.6752633889376646
2009,Vietnam,263,178,0.6768060836501901
2009,Zentralafrikanische Republik,3,10,3.3333333333333335
2009,Zypern,180,157,0.8722222222222222
2009,Ägypten,645,618,0.958139534883721
2009,Äthiopien,151,219,1.4503311258278146
2009,Österreich,11818,6569,0.5558470130309697
2009,Übriges Afrika,784,662,0.8443877551020408
2009,Übriges Amerika,881,901,1.0227014755959138
2009,Übriges Asien,1124,880,0.7829181494661922
2009,Übriges Europa,228,150,0.6578947368421053
2009,Übriges Ozeanien,79,79,1.0
2010,Afghanistan,180,197,1.0944444444444446
2010,Albanien,58,35,0.603448275862069
2010,Algerien,158,125,0.7911392405063291
2010,Andorra,8,7,0.875
2010,Angola,29,20,0.6896551724137931
2010,Argentinien,474,435,0.9177215189873418
2010,Armenien,20,40,2.0
2010,Aserbaidschan,33,30,0.9090909090909091
2010,Australien,3662,2480,0.6772255598033862
2010,Belarus,57,88,1.543859649122807
2010,Belgien,2283,1937,0.8484450284713096
2010,"Bolivien, Plurinationaler Staat",196,205,1.0459183673469388
2010,Bosnien und Herzegowina,141,130,0.9219858156028369
2010,Brasilien,1552,1405,0.9052835051546392
2010,Bulgarien,243,272,1.1193415637860082
2010,Chile,390,450,1.1538461538461537
2010,China,2578,2073,0.8041117145073701
2010,Costa Rica,176,138,0.7840909090909091
2010,Cote d'Ivoire,13,34,2.6153846153846154
2010,Dänemark,1265,960,0.758893280632411
2010,Estland,54,63,1.1666666666666667
2010,Finnland,401,273,0.6807980049875312
2010,Frankreich,6559,6124,0.933678914468669
2010,Georgien,56,32,0.5714285714285714
2010,Ghana,200,196,0.98
2010,Griechenland,1159,1194,1.0301984469370147
2010,Honduras,34,51,1.5
2010,Indien,751,724,0.9640479360852197
2010,Indonesien,363,352,0.9696969696969697
2010,Insgesamt,141000,114752,0.8138439716312057
2010,Irak,766,312,0.4073107049608355
2010,"Iran, Islamische Republik",380,324,0.8526315789473684
2010,Irland,861,833,0.967479674796748
2010,Island,71,60,0.8450704225352113
2010,Israel,494,430,0.8704453441295547
2010,Italien,2806,2668,0.9508196721311475
2010,Japan,580,581,1.0017241379310344
2010,Jemen,35,47,1.3428571428571427
2010,Jordanien,247,257,1.040485829959514
2010,Kamerun,97,84,0.865979381443299
2010,Kanada,3318,2124,0.6401446654611211
2010,Kasachstan,576,991,1.7204861111111112
2010,Kenia,258,269,1.0426356589147288
2010,Kirgisistan,57,145,2.543859649122807
2010,Kolumbien,301,407,1.3521594684385383
2010,"Kongo, Demokratische Republik",35,19,0.5428571428571428
2010,"Kongo, Republik",22,11,0.5
2010,"Korea, Demokratische Volksrepublik",44,19,0.4318181818181818
2010,"Korea, Republik",224,142,0.6339285714285714
2010,Kosovo,133,109,0.8195488721804511
2010,Kroatien,485,330,0.6804123711340206
2010,Kuwait,66,40,0.6060606060606061
2010,Lettland,63,94,1.492063492063492
2010,Libanon,784,570,0.7270408163265306
2010,Libyen,75,72,0.96
2010,Litauen,111,136,1.2252252252252251
2010,Luxemburg,789,575,0.7287705956907478
2010,Malta,106,79,0.7452830188679245
2010,Marokko,370,267,0.7216216216216216
2010,Mexiko,678,741,1.092920353982301
2010,Montenegro (ab 03.06.2006),30,20,0.6666666666666666
2010,Namibia,305,293,0.9606557377049181
