year,dimension_type,dimension_value,direction,value
2005,country,Kamerun,immigration,66.0
2005,country,Kanada,emigration,3029.0
2005,country,Kanada,immigration,1141.0
2005,country,Kasachstan,emigration,728.0
2005,country,Kasachstan,immigration,10460.0
2005,country,Kenia,emigration,192.0
2005,country,Kenia,immigration,231.0
2005,country,Kirgisistan,emigration,50.0
2005,country,Kirgisistan,immigration,774.0
2005,country,Kolumbien,emigration,209.0
2005,country,Kolumbien,immigration,302.0
2005,country,"Kongo, Demokratische Republik",emigration,22.0
2005,country,"Kongo, Demokratische Republik",immigration,18.0
2005,country,"Kongo, Republik",emigration,19.0
2005,country,"Kongo, Republik",immigration,11.0
2005,country,"Korea, Demokratische Volksrepublik",emigration,37.0
2005,country,"Korea, Demokratische Volksrepublik",immigration,33.0
2005,country,"Korea, Republik",emigration,130.0
2005,country,"Korea, Republik",immigration,119.0
2005,country,Kosovo,emigration,0.0
2005,country,Kosovo,immigration,0.0
2005,country,Kroatien,emigration,378.0
2005,country,Kroatien,immigration,252.0
2005,country,Kuwait,emigration,82.0
2005,country,Kuwait,immigration,36.0
2005,country,Lettland,emigration,72.0
2005,country,Lettland,immigration,83.0
2005,country,Libanon,emigration,448.0
2005,country,Libanon,immigration,345.0
2005,country,Libyen,emigration,43.0
2005,country,Libyen,immigration,30.0
2005,country,Litauen,emigration,96.0
2005,country,Litauen,immigration,159.0
2005,country,Luxemburg,emigration,828.0
2005,country,Luxemburg,immigration,567.0
2005,country,Malta,emigration,62.0
2005,country,Malta,immigration,44.0
2005,country,Marokko,emigration,208.0
2005,country,Marokko,immigration,178.0
2005,country,Mexiko,emigration,593.0
2005,country,Mexiko,immigration,559.0
2005,country,Montenegro (ab 03.06.2006),emigration,0.0
2005,country,Montenegro (ab 03.06.2006),immigration,0.0
2005,country,Namibia,emigration,228.0
2005,country,Namibia,immigration,181.0
2005,country,Neuseeland,emigration,853.0
2005,country,Neuseeland,immigration,393.0
2005,country,Nicaragua,emigration,38.0
2005,country,Nicaragua,immigration,53.0
2005,country,Niederlande,emigration,3404.0
2005,country,Niederlande,immigration,3603.0
2005,country,Niger,emigration,12.0
2005,country,Niger,immigration,22.0
2005,country,Nigeria,emigration,132.0
2005,country,Nigeria,immigration,170.0
2005,country,Nordmazedonien,emigration,49.0
2005,country,Nordmazedonien,immigration,42.0
2005,country,Norwegen,emigration,991.0
2005,country,Norwegen,immigration,381.0
2005,country,Pakistan,emigration,365.0
2005,country,Pakistan,immigration,289.0
2005,country,Paraguay,emigration,350.0
2005,country,Paraguay,immigration,274.0
2005,country,Peru,emigration,195.0
2005,country,Peru,immigration,228.0
2005,country,Philippinen,emigration,437.0
2005,country,Philippinen,immigration,427.0
2005,country,Polen,emigration,9229.0
2005,country,Polen,immigration,12214.0
2005,country,Portugal,emigration,946.0
2005,country,Portugal,immigration,725.0
2005,country,Ruanda,emigration,24.0
2005,country,Ruanda,immigration,12.0
2005,country,Rumänien,emigration,520.0
2005,country,Rumänien,immigration,514.0
2005,country,Russische Föderation,emigration,2423.0
2005,country,Russische Föderation,immigration,20588.0
2005,country,Saudi-Arabien,emigration,115.0
2005,country,Saudi-Arabien,immigration,129.0
2005,country,Schweden,emigration,1422.0
2005,country,Schweden,immigration,623.0
2005,country,Schweiz,emigration,14409.0
2005,country,Schweiz,immigration,5184.0
2005,country,Senegal,emigration,53.0
2005,country,Senegal,immigration,61.0
2005,country,Serbien,emigration,0.0
2005,country,Serbien,immigration,0.0
2005,country,Singapur,emigration,466.0
2005,country,Singapur,immigration,294.0
2005,country,Slowakei,emigration,231.0
2005,country,Slowakei,immigration,137.0
2005,country,Slowenien,emigration,195.0
2005,country,Slowenien,immigration,71.0
2005,country,Somalia,emigration,6.0
2005,country,Somalia,immigration,11.0
2005,country,Spanien,emigration,7317.0
2005,country,Spanien,immigration,5972.0
2005,country,Syrien,emigration,161.0
2005,country,Syrien,immigration,99.0
2005,country,Südafrika,emigration,1009.0
2005,country,Südafrika,immigration,862.0
2005,country,Tadschikistan,emigration,46.0
2005,country,Tadschikistan,immigration,67.0
2005,country,Tansania,emigration,143.0
2005,country,Tansania,immigration,167.0
2005,country,Thailand,emigration,1064.0
2005,country,Thailand,immigration,796.0
2005,country,Tschechien,emigration,959.0
2005,country,Tschechien,immigration,658.0
2005,country,Tunesien,emigration,304.0
2005,country,Tunesien,immigration,238.0
2005,country,Türkei,emigration,2795.0
2005,country,Türkei,immigration,1592.0
2005,country,Uganda,emigration,79.0
2005,country,Uganda,immigration,69.0
2005,country,Ukraine,emigration,296.0
2005,country,Ukraine,immigration,1512.0
2005,country,Unbekanntes Ausland,emigration,0.0
2005,country,Unbekanntes Ausland,immigration,0.0
2005,country,Ungarn,emigration,977.0
2005,country,Ungarn,immigration,635.0
2005,country,Ungeklärt / Ohne Angabe,emigration,21478.0
2005,country,Ungeklärt / Ohne Angabe,immigration,11144.0
2005,country,Uruguay,emigration,76.0
2005,country,Uruguay,immigration,54.0
2005,country,Usbekistan,emigration,27.0
2005,country,Usbekistan,immigration,336.0
2005,country,"Venezuela, Bolivarische Republik",emigration,179.0
2005,country,"Venezuela, Bolivarische Republik",immigration,197.0
2005,country,Vereinigte Arabische Emirate,emigration,833.0
2005,country,Vereinigte Arabische Emirate,immigration,375.0
2005,country,Vereinigte Staaten,emigration,13569.0
2005,country,Vereinigte Staaten,immigration,8902.0
2005,country,Vereinigtes Königreich,emigration,9012.0
2005,country,Vereinigtes Königreich,immigration,4388.0
2005,country,Vietnam,emigration,119.0
2005,country,Vietnam,immigration,111.0
2005,country,Zentralafrikanische Republik,emigration,19.0
2005,country,Zentralafrikanische Republik,immigration,7.0
2005,country,Zypern,emigration,145.0
2005,country,Zypern,immigration,107.0
2005,country,Ägypten,emigration,453.0
2005,country,Ägypten,immigration,403.0
2005,country,Äthiopien,emigration,117.0
2005,country,Äthiopien,immigration,95.0
2005,country,Österreich,emigration,9314.0
2005,country,Österreich,immigration,4437.0
2005,country,Übriges Afrika,emigration,550.0
2005,country,Übriges Afrika,immigration,637.0
2005,country,Übriges Amerika,emigration,736.0
2005,country,Übriges Amerika,immigration,857.0
2005,country,Übriges Asien,emigration,844.0
2005,country,Übriges Asien,immigration,704.0
2005,country,Übriges Europa,emigration,445.0
2005,country,Übriges Europa,immigration,491.0
2005,country,Übriges Ozeanien,emigration,79.0
2005,country,Übriges Ozeanien,immigration,93.0
2006,country,Afghanistan,emigration,138.0
2006,country,Afghanistan,immigration,143.0
2006,country,Albanien,emigration,49.0
2006,country,Albanien,immigration,31.0
2006,country,Algerien,emigration,160.0
2006,country,Algerien,immigration,117.0
2006,country,Andorra,emigration,12.0
2006,country,Andorra,immigration,8.0
2006,country,Angola,emigration,33.0
2006,country,Angola,immigration,19.0
2006,country,Argentinien,emigration,366.0
2006,country,Argentinien,immigration,288.0
2006,country,Armenien,emigration,16.0
2006,country,Armenien,immigration,11.0
2006,country,Aserbaidschan,emigration,37.0
2006,country,Aserbaidschan,immigration,26.0
2006,country,Australien,emigration,2944.0
2006,country,Australien,immigration,1500.0
2006,country,Belarus,emigration,60.0
2006,country,Belarus,immigration,99.0
2006,country,Belgien,emigration,2638.0
2006,country,Belgien,immigration,1799.0
2006,country,"Bolivien, Plurinationaler Staat",emigration,133.0
2006,country,"Bolivien, Plurinationaler Staat",immigration,164.0
2006,country,Bosnien und Herzegowina,emigration,126.0
2006,country,Bosnien und Herzegowina,immigration,90.0
2006,country,Brasilien,emigration,1300.0
2006,country,Brasilien,immigration,1196.0
2006,country,Bulgarien,emigration,179.0
2006,country,Bulgarien,immigration,129.0
2006,country,Chile,emigration,323.0
2006,country,Chile,immigration,305.0
2006,country,China,emigration,2294.0
2006,country,China,immigration,1342.0
2006,country,Costa Rica,emigration,117.0
2006,country,Costa Rica,immigration,106.0
2006,country,Cote d'Ivoire,emigration,10.0
2006,country,Cote d'Ivoire,immigration,12.0
2006,country,Dänemark,emigration,1224.0
2006,country,Dänemark,immigration,482.0
2006,country,Estland,emigration,72.0
2006,country,Estland,immigration,44.0
2006,country,Finnland,emigration,368.0
2006,country,Finnland,immigration,192.0
2006,country,Frankreich,emigration,7572.0
2006,country,Frankreich,immigration,5462.0
2006,country,Georgien,emigration,31.0
2006,country,Georgien,immigration,44.0
2006,country,Ghana,emigration,159.0
2006,country,Ghana,immigration,158.0
2006,country,Griechenland,emigration,1380.0
2006,country,Griechenland,immigration,768.0
2006,country,Honduras,emigration,43.0
2006,country,Honduras,immigration,36.0
2006,country,Indien,emigration,532.0
2006,country,Indien,immigration,464.0
2006,country,Indonesien,emigration,346.0
2006,country,Indonesien,immigration,241.0
2006,country,Irak,emigration,309.0
2006,country,Irak,immigration,163.0
2006,country,"Iran, Islamische Republik",emigration,306.0
2006,country,"Iran, Islamische Republik",immigration,234.0
2006,country,Irland,emigration,1249.0
2006,country,Irland,immigration,632.0
2006,country,Island,emigration,133.0
2006,country,Island,immigration,42.0
2006,country,Israel,emigration,422.0
2006,country,Israel,immigration,371.0
2006,country,Italien,emigration,3437.0
2006,country,Italien,immigration,2480.0
2006,country,Japan,emigration,594.0
2006,country,Japan,immigration,508.0
2006,country,Jemen,emigration,42.0
2006,country,Jemen,immigration,38.0
2006,country,Jordanien,emigration,206.0
2006,country,Jordanien,immigration,142.0
2006,country,Kamerun,emigration,72.0
2006,country,Kamerun,immigration,57.0
2006,country,Kanada,emigration,3831.0
2006,country,Kanada,immigration,1101.0
2006,country,Kasachstan,emigration,747.0
2006,country,Kasachstan,immigration,2121.0
2006,country,Kenia,emigration,213.0
2006,country,Kenia,immigration,226.0
2006,country,Kirgisistan,emigration,63.0
2006,country,Kirgisistan,immigration,225.0
2006,country,Kolumbien,emigration,208.0
2006,country,Kolumbien,immigration,358.0
2006,country,"Kongo, Demokratische Republik",emigration,22.0
2006,country,"Kongo, Demokratische Republik",immigration,21.0
2006,country,"Kongo, Republik",emigration,10.0
2006,country,"Kongo, Republik",immigration,10.0
2006,country,"Korea, Demokratische Volksrepublik",emigration,49.0
2006,country,"Korea, Demokratische Volksrepublik",immigration,30.0
2006,country,"Korea, Republik",emigration,139.0
2006,country,"Korea, Republik",immigration,124.0
2006,country,Kosovo,emigration,0.0
2006,country,Kosovo,immigration,0.0
2006,country,Kroatien,emigration,415.0
2006,country,Kroatien,immigration,233.0
2006,country,Kuwait,emigration,73.0
2006,country,Kuwait,immigration,29.0
2006,country,Lettland,emigration,79.0
2006,country,Lettland,immigration,68.0
2006,country,Libanon,emigration,487.0
2006,country,Libanon,immigration,672.0
2006,country,Libyen,emigration,39.0
2006,country,Libyen,immigration,33.0
2006,country,Litauen,emigration,101.0
2006,country,Litauen,immigration,120.0
2006,country,Luxemburg,emigration,902.0
2006,country,Luxemburg,immigration,609.0
2006,country,Malta,emigration,75.0
2006,country,Malta,immigration,56.0
2006,country,Marokko,emigration,255.0
2006,country,Marokko,immigration,227.0
2006,country,Mexiko,emigration,739.0
2006,country,Mexiko,immigration,548.0
2006,country,Montenegro (ab 03.06.2006),emigration,3.0
2006,country,Montenegro (ab 03.06.2006),immigration,8.0
2006,country,Namibia,emigration,213.0
2006,country,Namibia,immigration,184.0
2006,country,Neuseeland,emigration,1020.0
2006,country,Neuseeland,immigration,501.0
2006,country,Nicaragua,emigration,43.0
2006,country,Nicaragua,immigration,34.0
2006,country,Niederlande,emigration,3554.0
2006,country,Niederlande,immigration,3084.0
2006,country,Niger,emigration,18.0
2006,country,Niger,immigration,15.0
2006,country,Nigeria,emigration,141.0
2006,country,Nigeria,immigration,150.0
2006,country,Nordmazedonien,emigration,65.0
2006,country,Nordmazedonien,immigration,46.0
2006,country,Norwegen,emigration,1469.0
2006,country,Norwegen,immigration,406.0
2006,country,Pakistan,emigration,364.0
2006,country,Pakistan,immigration,280.0
2006,country,Paraguay,emigration,435.0
2006,country,Paraguay,immigration,274.0
2006,country,Peru,emigration,220.0
2006,country,Peru,immigration,216.0
2006,country,Philippinen,emigration,426.0
2006,country,Philippinen,immigration,390.0
2006,country,Polen,emigration,9090.0
2006,country,Polen,immigration,11900.0
2006,country,Portugal,emigration,830.0
2006,country,Portugal,immigration,723.0
2006,country,Ruanda,emigration,26.0
2006,country,Ruanda,immigration,28.0
2006,country,Rumänien,emigration,582.0
2006,country,Rumänien,immigration,491.0
2006,country,Russische Föderation,emigration,2634.0
2006,country,Russische Föderation,immigration,6816.0
2006,country,Saudi-Arabien,emigration,182.0
2006,country,Saudi-Arabien,immigration,127.0
2006,country,Schweden,emigration,1700.0
2006,country,Schweden,immigration,612.0
2006,country,Schweiz,emigration,18007.0
2006,country,Schweiz,immigration,5836.0
2006,country,Senegal,emigration,61.0
2006,country,Senegal,immigration,50.0
2006,country,Serbien,emigration,0.0
2006,country,Serbien,immigration,0.0
2006,country,Singapur,emigration,541.0
2006,country,Singapur,immigration,320.0
2006,country,Slowakei,emigration,215.0
2006,country,Slowakei,immigration,155.0
2006,country,Slowenien,emigration,224.0
2006,country,Slowenien,immigration,71.0
2006,country,Somalia,emigration,12.0
2006,country,Somalia,immigration,5.0
2006,country,Spanien,emigration,8149.0
2006,country,Spanien,immigration,6023.0
2006,country,Syrien,emigration,241.0
2006,country,Syrien,immigration,146.0
2006,country,Südafrika,emigration,1068.0
2006,country,Südafrika,immigration,860.0
2006,country,Tadschikistan,emigration,46.0
2006,country,Tadschikistan,immigration,19.0
2006,country,Tansania,emigration,135.0
2006,country,Tansania,immigration,123.0
2006,country,Thailand,emigration,1105.0
2006,country,Thailand,immigration,849.0
2006,country,Tschechien,emigration,973.0
2006,country,Tschechien,immigration,624.0
2006,country,Tunesien,emigration,250.0
2006,country,Tunesien,immigration,255.0
2006,country,Türkei,emigration,3451.0
2006,country,Türkei,immigration,1860.0
2006,country,Uganda,emigration,69.0
2006,country,Uganda,immigration,66.0
2006,country,Ukraine,emigration,284.0
2006,country,Ukraine,immigration,711.0
2006,country,Unbekanntes Ausland,emigration,251.0
2006,country,Unbekanntes Ausland,immigration,201.0
2006,country,Ungarn,emigration,998.0
2006,country,Ungarn,immigration,640.0
2006,country,Ungeklärt / Ohne Angabe,emigration,19442.0
2006,country,Ungeklärt / Ohne Angabe,immigration,9062.0
2006,country,Uruguay,emigration,71.0
2006,country,Uruguay,immigration,74.0
2006,country,Usbekistan,emigration,23.0
2006,country,Usbekistan,immigration,103.0
2006,country,"Venezuela, Bolivarische Republik",emigration,195.0
2006,country,"Venezuela, Bolivarische Republik",immigration,195.0
2006,country,Vereinigte Arabische Emirate,emigration,1144.0
2006,country,Vereinigte Arabische Emirate,immigration,433.0
2006,country,Vereinigte Staaten,emigration,13750.0
2006,country,Vereinigte Staaten,immigration,8815.0
2006,country,Vereinigtes Königreich,emigration,9395.0
2006,country,Vereinigtes Königreich,immigration,4600.0
2006,country,Vietnam,emigration,196.0
2006,country,Vietnam,immigration,141.0
2006,country,Zentralafrikanische Republik,emigration,13.0
2006,country,Zentralafrikanische Republik,immigration,5.0
2006,country,Zypern,emigration,160.0
2006,country,Zypern,immigration,130.0
2006,country,Ägypten,emigration,525.0
2006,country,Ägypten,immigration,434.0
2006,country,Äthiopien,emigration,182.0
2006,country,Äthiopien,immigration,94.0
2006,country,Österreich,emigration,10345.0
2006,country,Österreich,immigration,4889.0
2006,country,Übriges Afrika,emigration,574.0
2006,country,Übriges Afrika,immigration,551.0
2006,country,Übriges Amerika,emigration,785.0
2006,country,Übriges Amerika,immigration,791.0
2006,country,Übriges Asien,emigration,901.0
2006,country,Übriges Asien,immigration,711.0
2006,country,Übriges Europa,emigration,532.0
2006,country,Übriges Europa,immigration,428.0
2006,country,Übriges Ozeanien,emigration,83.0
2006,country,Übriges Ozeanien,immigration,79.0
2007,country,Afghanistan,emigration,140.0
2007,country,Afghanistan,immigration,153.0
2007,country,Albanien,emigration,43.0
2007,country,Albanien,immigration,32.0
2007,country,Algerien,emigration,146.0
2007,country,Algerien,immigration,129.0
2007,country,Andorra,emigration,11.0
2007,country,Andorra,immigration,21.0
2007,country,Angola,emigration,33.0
2007,country,Angola,immigration,29.0
2007,country,Argentinien,emigration,429.0
2007,country,Argentinien,immigration,303.0
2007,country,Armenien,emigration,25.0
2007,country,Armenien,immigration,19.0
2007,country,Aserbaidschan,emigration,30.0
2007,country,Aserbaidschan,immigration,30.0
2007,country,Australien,emigration,3317.0
2007,country,Australien,immigration,1732.0
2007,country,Belarus,emigration,66.0
2007,country,Belarus,immigration,110.0
2007,country,Belgien,emigration,2593.0
2007,country,Belgien,immigration,1868.0
2007,country,"Bolivien, Plurinationaler Staat",emigration,176.0
2007,country,"Bolivien, Plurinationaler Staat",immigration,210.0
2007,country,Bosnien und Herzegowina,emigration,137.0
2007,country,Bosnien und Herzegowina,immigration,124.0
2007,country,Brasilien,emigration,1352.0
2007,country,Brasilien,immigration,1290.0
2007,country,Bulgarien,emigration,269.0
2007,country,Bulgarien,immigration,198.0
2007,country,Chile,emigration,384.0
2007,country,Chile,immigration,390.0
2007,country,China,emigration,2296.0
2007,country,China,immigration,1488.0
2007,country,Costa Rica,emigration,154.0
2007,country,Costa Rica,immigration,111.0
2007,country,Cote d'Ivoire,emigration,18.0
2007,country,Cote d'Ivoire,immigration,17.0
2007,country,Dänemark,emigration,2082.0
2007,country,Dänemark,immigration,589.0
2007,country,Estland,emigration,66.0
2007,country,Estland,immigration,51.0
2007,country,Finnland,emigration,416.0
2007,country,Finnland,immigration,190.0
2007,country,Frankreich,emigration,7346.0
2007,country,Frankreich,immigration,5851.0
2007,country,Georgien,emigration,41.0
2007,country,Georgien,immigration,44.0
2007,country,Ghana,emigration,180.0
2007,country,Ghana,immigration,141.0
2007,country,Griechenland,emigration,1524.0
2007,country,Griechenland,immigration,876.0
2007,country,Honduras,emigration,58.0
2007,country,Honduras,immigration,36.0
2007,country,Indien,emigration,707.0
2007,country,Indien,immigration,488.0
2007,country,Indonesien,emigration,281.0
2007,country,Indonesien,immigration,297.0
2007,country,Irak,emigration,278.0
2007,country,Irak,immigration,231.0
2007,country,"Iran, Islamische Republik",emigration,354.0
2007,country,"Iran, Islamische Republik",immigration,258.0
2007,country,Irland,emigration,1376.0
2007,country,Irland,immigration,773.0
2007,country,Island,emigration,128.0
2007,country,Island,immigration,55.0
2007,country,Israel,emigration,373.0
2007,country,Israel,immigration,325.0
2007,country,Italien,emigration,3405.0
2007,country,Italien,immigration,2587.0
2007,country,Japan,emigration,566.0
2007,country,Japan,immigration,544.0
2007,country,Jemen,emigration,37.0
2007,country,Jemen,immigration,32.0
2007,country,Jordanien,emigration,221.0
2007,country,Jordanien,immigration,198.0
2007,country,Kamerun,emigration,59.0
2007,country,Kamerun,immigration,79.0
2007,country,Kanada,emigration,4480.0
2007,country,Kanada,immigration,1544.0
2007,country,Kasachstan,emigration,684.0
2007,country,Kasachstan,immigration,1867.0
2007,country,Kenia,emigration,202.0
2007,country,Kenia,immigration,253.0
2007,country,Kirgisistan,emigration,66.0
2007,country,Kirgisistan,immigration,234.0
2007,country,Kolumbien,emigration,236.0
2007,country,Kolumbien,immigration,319.0
2007,country,"Kongo, Demokratische Republik",emigration,24.0
2007,country,"Kongo, Demokratische Republik",immigration,30.0
2007,country,"Kongo, Republik",emigration,13.0
2007,country,"Kongo, Republik",immigration,17.0
2007,country,"Korea, Demokratische Volksrepublik",emigration,53.0
2007,country,"Korea, Demokratische Volksrepublik",immigration,33.0
2007,country,"Korea, Republik",emigration,170.0
2007,country,"Korea, Republik",immigration,149.0
2007,country,Kosovo,emigration,0.0
2007,country,Kosovo,immigration,0.0
2007,country,Kroatien,emigration,497.0
2007,country,Kroatien,immigration,266.0
2007,country,Kuwait,emigration,75.0
2007,country,Kuwait,immigration,57.0
2007,country,Lettland,emigration,110.0
2007,country,Lettland,immigration,71.0
2007,country,Libanon,emigration,542.0
2007,country,Libanon,immigration,367.0
2007,country,Libyen,emigration,45.0
2007,country,Libyen,immigration,32.0
2007,country,Litauen,emigration,139.0
2007,country,Litauen,immigration,123.0
2007,country,Luxemburg,emigration,908.0
2007,country,Luxemburg,immigration,703.0
2007,country,Malta,emigration,80.0
2007,country,Malta,immigration,67.0
2007,country,Marokko,emigration,291.0
2007,country,Marokko,immigration,239.0
2007,country,Mexiko,emigration,634.0
2007,country,Mexiko,immigration,557.0
2007,country,Montenegro (ab 03.06.2006),emigration,19.0
2007,country,Montenegro (ab 03.06.2006),immigration,14.0
2007,country,Namibia,emigration,235.0
2007,country,Namibia,immigration,233.0
2007,country,Neuseeland,emigration,1162.0
2007,country,Neuseeland,immigration,508.0
2007,country,Nicaragua,emigration,47.0
2007,country,Nicaragua,immigration,40.0
2007,country,Niederlande,emigration,3697.0
2007,country,Niederlande,immigration,3012.0
2007,country,Niger,emigration,11.0
2007,country,Niger,immigration,8.0
2007,country,Nigeria,emigration,146.0
2007,country,Nigeria,immigration,150.0
2007,country,Nordmazedonien,emigration,55.0
2007,country,Nordmazedonien,immigration,36.0
2007,country,Norwegen,emigration,2485.0
2007,country,Norwegen,immigration,526.0
2007,country,Pakistan,emigration,392.0
2007,country,Pakistan,immigration,344.0
2007,country,Paraguay,emigration,502.0
2007,country,Paraguay,immigration,299.0
2007,country,Peru,emigration,261.0
2007,country,Peru,immigration,244.0
2007,country,Philippinen,emigration,467.0
2007,country,Philippinen,immigration,406.0
2007,country,Polen,emigration,10451.0
2007,country,Polen,immigration,13622.0
2007,country,Portugal,emigration,937.0
2007,country,Portugal,immigration,753.0
2007,country,Ruanda,emigration,36.0
2007,country,Ruanda,immigration,28.0
2007,country,Rumänien,emigration,764.0
2007,country,Rumänien,immigration,557.0
2007,country,Russische Föderation,emigration,2695.0
2007,country,Russische Föderation,immigration,5527.0
2007,country,Saudi-Arabien,emigration,195.0
2007,country,Saudi-Arabien,immigration,135.0
2007,country,Schweden,emigration,2178.0
2007,country,Schweden,immigration,718.0
2007,country,Schweiz,emigration,23459.0
2007,country,Schweiz,immigration,6860.0
2007,country,Senegal,emigration,53.0
2007,country,Senegal,immigration,46.0
2007,country,Serbien,emigration,0.0
2007,country,Serbien,immigration,0.0
2007,country,Singapur,emigration,661.0
2007,country,Singapur,immigration,411.0
2007,country,Slowakei,emigration,249.0
2007,country,Slowakei,immigration,149.0
2007,country,Slowenien,emigration,200.0
2007,country,Slowenien,immigration,75.0
2007,country,Somalia,emigration,4.0
2007,country,Somalia,immigration,3.0
2007,country,Spanien,emigration,8991.0
2007,country,Spanien,immigration,6944.0
2007,country,Syrien,emigration,252.0
2007,country,Syrien,immigration,241.0
2007,country,Südafrika,emigration,1087.0
2007,country,Südafrika,immigration,948.0
2007,country,Tadschikistan,emigration,53.0
2007,country,Tadschikistan,immigration,50.0
2007,country,Tansania,emigration,101.0
2007,country,Tansania,immigration,150.0
2007,country,Thailand,emigration,1201.0
2007,country,Thailand,immigration,972.0
2007,country,Tschechien,emigration,952.0
2007,country,Tschechien,immigration,677.0
2007,country,Tunesien,emigration,294.0
2007,country,Tunesien,immigration,261.0
2007,country,Türkei,emigration,3826.0
2007,country,Türkei,immigration,2232.0
2007,country,Uganda,emigration,75.0
2007,country,Uganda,immigration,85.0
2007,country,Ukraine,emigration,327.0
2007,country,Ukraine,immigration,603.0
2007,country,Unbekanntes Ausland,emigration,297.0
2007,country,Unbekanntes Ausland,immigration,225.0
2007,country,Ungarn,emigration,1028.0
2007,country,Ungarn,immigration,717.0
2007,country,Ungeklärt / Ohne Angabe,emigration,9571.0
2007,country,Ungeklärt / Ohne Angabe,immigration,4209.0
2007,country,Uruguay,emigration,89.0
2007,country,Uruguay,immigration,62.0
2007,country,Usbekistan,emigration,39.0
2007,country,Usbekistan,immigration,119.0
2007,country,"Venezuela, Bolivarische Republik",emigration,192.0
2007,country,"Venezuela, Bolivarische Republik",immigration,215.0
2007,country,Vereinigte Arabische Emirate,emigration,1251.0
2007,country,Vereinigte Arabische Emirate,immigration,610.0
2007,country,Vereinigte Staaten,emigration,14385.0
2007,country,Vereinigte Staaten,immigration,9444.0
2007,country,Vereinigtes Königreich,emigration,9996.0
2007,country,Vereinigtes Königreich,immigration,5000.0
2007,country,Vietnam,emigration,208.0
2007,country,Vietnam,immigration,139.0
2007,country,Zentralafrikanische Republik,emigration,4.0
2007,country,Zentralafrikanische Republik,immigration,6.0
2007,country,Zypern,emigration,145.0
2007,country,Zypern,immigration,161.0
2007,country,Ägypten,emigration,482.0
2007,country,Ägypten,immigration,462.0
2007,country,Äthiopien,emigration,212.0
2007,country,Äthiopien,immigration,121.0
2007,country,Österreich,emigration,11201.0
2007,country,Österreich,immigration,5147.0
2007,country,Übriges Afrika,emigration,670.0
2007,country,Übriges Afrika,immigration,594.0
2007,country,Übriges Amerika,emigration,833.0
2007,country,Übriges Amerika,immigration,839.0
2007,country,Übriges Asien,emigration,997.0
2007,country,Übriges Asien,immigration,777.0
2007,country,Übriges Europa,emigration,545.0
2007,country,Übriges Europa,immigration,402.0
2007,country,Übriges Ozeanien,emigration,74.0
2007,country,Übriges Ozeanien,immigration,71.0
2008,country,Afghanistan,emigration,171.0
2008,country,Afghanistan,immigration,178.0
2008,country,Albanien,emigration,51.0
2008,country,Albanien,immigration,39.0
2008,country,Algerien,emigration,177.0
2008,country,Algerien,immigration,149.0
2008,country,Andorra,emigration,16.0
2008,country,Andorra,immigration,14.0
2008,country,Angola,emigration,23.0
2008,country,Angola,immigration,27.0
2008,country,Argentinien,emigration,502.0
2008,country,Argentinien,immigration,367.0
2008,country,Armenien,emigration,20.0
2008,country,Armenien,immigration,24.0
2008,country,Aserbaidschan,emigration,39.0
2008,country,Aserbaidschan,immigration,28.0
2008,country,Australien,emigration,3674.0
2008,country,Australien,immigration,2148.0
2008,country,Belarus,emigration,77.0
2008,country,Belarus,immigration,89.0
2008,country,Belgien,emigration,2608.0
2008,country,Belgien,immigration,1995.0
2008,country,"Bolivien, Plurinationaler Staat",emigration,203.0
2008,country,"Bolivien, Plurinationaler Staat",immigration,194.0
2008,country,Bosnien und Herzegowina,emigration,144.0
2008,country,Bosnien und Herzegowina,immigration,90.0
2008,country,Brasilien,emigration,1446.0
2008,country,Brasilien,immigration,1255.0
2008,country,Bulgarien,emigration,283.0
2008,country,Bulgarien,immigration,207.0
2008,country,Chile,emigration,409.0
2008,country,Chile,immigration,406.0
2008,country,China,emigration,2553.0
2008,country,China,immigration,2072.0
2008,country,Costa Rica,emigration,179.0
2008,country,Costa Rica,immigration,134.0
2008,country,Cote d'Ivoire,emigration,23.0
2008,country,Cote d'Ivoire,immigration,17.0
2008,country,Dänemark,emigration,2208.0
2008,country,Dänemark,immigration,754.0
2008,country,Estland,emigration,103.0
2008,country,Estland,immigration,46.0
2008,country,Finnland,emigration,461.0
2008,country,Finnland,immigration,217.0
2008,country,Frankreich,emigration,7988.0
2008,country,Frankreich,immigration,5844.0
2008,country,Georgien,emigration,48.0
2008,country,Georgien,immigration,51.0
2008,country,Ghana,emigration,197.0
2008,country,Ghana,immigration,151.0
2008,country,Griechenland,emigration,1543.0
2008,country,Griechenland,immigration,860.0
2008,country,Honduras,emigration,55.0
2008,country,Honduras,immigration,65.0
2008,country,Indien,emigration,805.0
2008,country,Indien,immigration,611.0
2008,country,Indonesien,emigration,308.0
2008,country,Indonesien,immigration,284.0
2008,country,Irak,emigration,340.0
2008,country,Irak,immigration,232.0
2008,country,"Iran, Islamische Republik",emigration,340.0
2008,country,"Iran, Islamische Republik",immigration,288.0
2008,country,Irland,emigration,1363.0
2008,country,Irland,immigration,954.0
2008,country,Island,emigration,144.0
2008,country,Island,immigration,67.0
2008,country,Israel,emigration,334.0
2008,country,Israel,immigration,371.0
2008,country,Italien,emigration,3645.0
2008,country,Italien,immigration,2640.0
2008,country,Japan,emigration,654.0
2008,country,Japan,immigration,568.0
2008,country,Jemen,emigration,58.0
