year,dimension_value,emigration,immigration,return_rate_age
2019,20-Jährige,5132,4293,0.8365159781761496
2019,21-Jährige,5828,4616,0.7920384351407
2019,22-Jährige,6355,5037,0.7926042486231314
2019,23-Jährige,7097,5295,0.7460898971396365
2019,24-Jährige,7356,5362,0.7289287656334965
2019,25-Jährige,8039,5579,0.6939917900236348
2019,26-Jährige,8360,5687,0.6802631578947368
2019,27-Jährige,8345,5825,0.6980227681246255
2019,28-Jährige,8203,5899,0.7191271486041692
2019,29-Jährige,8495,5974,0.7032371983519717
2019,3-Jährige,2785,2506,0.8998204667863555
2019,30-Jährige,8069,5779,0.7161977940265213
2019,31-Jährige,7850,5844,0.7444585987261146
2019,32-Jährige,7487,5623,0.7510351275544277
2019,33-Jährige,6911,5308,0.7680509332947475
2019,34-Jährige,6644,5034,0.7576760987357014
2019,35-Jährige,6220,4998,0.8035369774919614
2019,36-Jährige,6158,4591,0.7455342643715492
2019,37-Jährige,5938,4470,0.7527787133715056
2019,38-Jährige,5457,4218,0.7729521715228147
2019,39-Jährige,5168,4167,0.8063080495356038
2019,4-Jährige,2627,2242,0.8534449942900647
2019,40-Jährige,4601,3633,0.7896109541404043
2019,41-Jährige,4343,3389,0.7803361731521989
2019,42-Jährige,3954,3230,0.8168942842690946
2019,43-Jährige,3695,2983,0.8073071718538566
2019,44-Jährige,3381,2721,0.8047914818101154
2019,45-Jährige,3323,2649,0.7971712308155281
2019,46-Jährige,2977,2420,0.8128988915015116
2019,47-Jährige,3107,2517,0.810106211779852
2019,48-Jährige,3197,2601,0.8135752267751016
2019,49-Jährige,3188,2541,0.7970514429109159
2019,5-Jährige,2741,2137,0.7796424662531922
2019,50-Jährige,3299,2619,0.7938769324037587
2019,51-Jährige,3320,2639,0.7948795180722892
2019,52-Jährige,3243,2505,0.7724329324699353
2019,53-Jährige,3142,2590,0.8243157224697645
2019,54-Jährige,3054,2424,0.793713163064833
2019,55-Jährige,2942,2380,0.8089734874235214
2019,56-Jährige,2718,2221,0.8171449595290655
2019,57-Jährige,2511,1974,0.7861409796893668
2019,58-Jährige,2337,1861,0.7963200684638425
2019,59-Jährige,2125,1721,0.8098823529411765
2019,6-Jährige,2786,1970,0.7071069633883704
2019,60-Jährige,1887,1512,0.8012718600953895
2019,61-Jährige,1753,1417,0.8083285795778665
2019,62-Jährige,1517,1338,0.8820039551746869
2019,63-Jährige,1546,1211,0.7833117723156533
2019,64-Jährige,1525,1117,0.7324590163934426
2019,65-Jährige,1405,1165,0.8291814946619217
2019,66-Jährige,1297,946,0.7293754818812644
2019,67-Jährige,1153,822,0.7129228100607112
2019,68-Jährige,1020,705,0.6911764705882353
2019,69-Jährige,974,659,0.6765913757700205
2019,7-Jährige,2245,1834,0.8169265033407572
2019,70-Jährige,822,562,0.683698296836983
2019,71-Jährige,748,497,0.6644385026737968
2019,72-Jährige,676,400,0.591715976331361
2019,73-Jährige,601,413,0.6871880199667221
2019,74-Jährige,461,288,0.6247288503253796
2019,75-Jährige,565,318,0.5628318584070796
2019,76-Jährige,490,329,0.6714285714285714
2019,77-Jährige,501,328,0.654690618762475
2019,78-Jährige,540,313,0.5796296296296296
2019,79-Jährige,526,279,0.5304182509505704
2019,8-Jährige,1797,1672,0.9304396215915415
2019,80-Jährige,491,247,0.5030549898167006
2019,81-Jährige,394,218,0.5532994923857868
2019,82-Jährige,376,174,0.4627659574468085
2019,83-Jährige,348,148,0.42528735632183906
2019,84-Jährige,282,108,0.3829787234042553
2019,85-Jährige,295,124,0.42033898305084744
2019,86-Jährige,213,65,0.3051643192488263
2019,87-Jährige,190,77,0.4052631578947368
2019,88-Jährige,192,61,0.3177083333333333
2019,89-Jährige,216,51,0.2361111111111111
2019,9-Jährige,1694,1629,0.961629279811098
2019,90-Jährige,171,39,0.22807017543859648
2019,91-Jährige,164,32,0.1951219512195122
2019,92-Jährige,122,30,0.2459016393442623
2019,93-Jährige,113,24,0.21238938053097345
2019,94-Jährige,93,20,0.21505376344086022
2019,95 Jahre und mehr,342,49,0.14327485380116958
2019,unter 1 Jahr,1105,2124,1.9221719457013575
2020,1-Jährige,2529,2846,1.125345986555951
2020,10-Jährige,1408,1490,1.0582386363636365
2020,11-Jährige,1269,1417,1.1166272655634357
2020,12-Jährige,1309,1418,1.0832696715049657
2020,13-Jährige,1203,1267,1.0532003325020782
2020,14-Jährige,1112,1223,1.099820143884892
2020,15-Jährige,1146,1211,1.056719022687609
2020,16-Jährige,1206,1331,1.1036484245439468
2020,17-Jährige,1234,1398,1.13290113452188
2020,18-Jährige,2234,2556,1.144136078782453
2020,19-Jährige,3418,3452,1.0099473376243417
2020,2-Jährige,2413,2341,0.9701616245337754
2020,20-Jährige,4114,3817,0.9278074866310161
2020,21-Jährige,4456,3832,0.8599640933572711
2020,22-Jährige,5044,4321,0.8566613798572561
2020,23-Jährige,5669,4585,0.80878461809843
2020,24-Jährige,5847,4830,0.8260646485377117
2020,25-Jährige,6403,4792,0.7483991878806809
2020,26-Jährige,6484,5034,0.7763726095003084
2020,27-Jährige,6526,5123,0.7850137909898867
2020,28-Jährige,6549,5164,0.7885173308902123
2020,29-Jährige,6202,5035,0.8118348919703322
2020,3-Jährige,2380,2237,0.9399159663865546
2020,30-Jährige,6481,5474,0.8446227434037957
2020,31-Jährige,6221,5233,0.8411830895354445
2020,32-Jährige,6131,5206,0.8491273854183656
2020,33-Jährige,5666,4911,0.8667490292975644
2020,34-Jährige,5344,4558,0.8529191616766467
2020,35-Jährige,5067,4333,0.8551411091375567
2020,36-Jährige,5042,4257,0.8443078143593812
2020,37-Jährige,4716,4050,0.8587786259541985
2020,38-Jährige,4593,4023,0.8758981058131939
2020,39-Jährige,4364,3768,0.8634280476626948
2020,4-Jährige,2170,2091,0.9635944700460829
2020,40-Jährige,4197,3592,0.8558494162497021
2020,41-Jährige,3681,3314,0.9002988318391741
2020,42-Jährige,3467,2977,0.8586674358234785
2020,43-Jährige,3243,2825,0.8711069996916435
2020,44-Jährige,3018,2641,0.8750828363154407
2020,45-Jährige,2652,2438,0.9193061840120663
2020,46-Jährige,2615,2354,0.9001912045889101
2020,47-Jährige,2441,2132,0.8734125358459648
2020,48-Jährige,2502,2224,0.8888888888888888
2020,49-Jährige,2531,2238,0.884235480047412
2020,5-Jährige,2234,1937,0.8670546105640108
2020,50-Jährige,2464,2191,0.8892045454545454
2020,51-Jährige,2544,2325,0.9139150943396226
2020,52-Jährige,2567,2411,0.9392286716010908
2020,53-Jährige,2591,2284,0.8815129293708993
2020,54-Jährige,2495,2265,0.9078156312625251
2020,55-Jährige,2349,2169,0.9233716475095786
2020,56-Jährige,2321,2128,0.9168461869883671
2020,57-Jährige,2194,1886,0.8596171376481313
2020,58-Jährige,1970,1802,0.9147208121827411
2020,59-Jährige,1801,1658,0.920599666851749
2020,6-Jährige,2381,1878,0.7887442251154977
2020,60-Jährige,1667,1535,0.9208158368326335
2020,61-Jährige,1625,1429,0.8793846153846154
2020,62-Jährige,1376,1227,0.8917151162790697
2020,63-Jährige,1311,1105,0.8428680396643783
2020,64-Jährige,1315,1014,0.7711026615969582
2020,65-Jährige,1173,1020,0.8695652173913043
2020,66-Jährige,1223,907,0.741618969746525
2020,67-Jährige,997,722,0.724172517552658
2020,68-Jährige,801,643,0.8027465667915106
2020,69-Jährige,734,599,0.8160762942779292
2020,7-Jährige,1967,1700,0.8642602948652771
2020,70-Jährige,699,550,0.7868383404864091
2020,71-Jährige,645,492,0.7627906976744186
2020,72-Jährige,545,416,0.763302752293578
2020,73-Jährige,524,349,0.666030534351145
2020,74-Jährige,424,299,0.7051886792452831
2020,75-Jährige,357,257,0.7198879551820728
2020,76-Jährige,448,257,0.5736607142857143
2020,77-Jährige,380,265,0.6973684210526315
2020,78-Jährige,366,231,0.6311475409836066
2020,79-Jährige,364,252,0.6923076923076923
2020,8-Jährige,1544,1604,1.038860103626943
2020,80-Jährige,398,269,0.6758793969849246
2020,81-Jährige,335,196,0.5850746268656717
2020,82-Jährige,301,149,0.4950166112956811
2020,83-Jährige,250,121,0.484
2020,84-Jährige,254,109,0.42913385826771655
2020,85-Jährige,209,83,0.39712918660287083
2020,86-Jährige,194,62,0.31958762886597936
2020,87-Jährige,132,53,0.4015151515151515
2020,88-Jährige,153,39,0.2549019607843137
2020,89-Jährige,133,41,0.3082706766917293
2020,9-Jährige,1420,1624,1.143661971830986
2020,90-Jährige,165,33,0.2
2020,91-Jährige,127,24,0.1889763779527559
2020,92-Jährige,105,23,0.21904761904761905
2020,93-Jährige,72,20,0.2777777777777778
2020,94-Jährige,75,10,0.13333333333333333
2020,95 Jahre und mehr,347,48,0.138328530259366
2020,unter 1 Jahr,876,1813,2.069634703196347
2021,1-Jährige,2807,2872,1.0231563947274671
2021,10-Jährige,1892,1391,0.735200845665962
2021,11-Jährige,1768,1311,0.7415158371040724
2021,12-Jährige,1727,1336,0.7735958309206716
2021,13-Jährige,1557,1163,0.7469492614001284
2021,14-Jährige,1458,1195,0.8196159122085048
2021,15-Jährige,1402,1229,0.87660485021398
2021,16-Jährige,1340,1263,0.9425373134328359
2021,17-Jährige,1389,1375,0.9899208063354932
2021,18-Jährige,2191,2486,1.1346417161113647
2021,19-Jährige,3390,3262,0.9622418879056047
2021,2-Jährige,2855,2289,0.8017513134851139
2021,20-Jährige,4112,3369,0.8193093385214008
2021,21-Jährige,4835,3735,0.7724922440537746
2021,22-Jährige,4947,3888,0.7859308671922377
2021,23-Jährige,5858,4159,0.7099692727893478
2021,24-Jährige,6184,4416,0.7141009055627425
2021,25-Jährige,6882,4497,0.6534437663469922
2021,26-Jährige,6766,4518,0.667750517292344
2021,27-Jährige,6743,4542,0.6735874239952543
2021,28-Jährige,6773,4620,0.682120183079876
2021,29-Jährige,6544,4730,0.722799511002445
2021,3-Jährige,2822,2136,0.7569099929128278
2021,30-Jährige,6508,4593,0.7057467732022127
2021,31-Jährige,6578,4689,0.7128306476132563
2021,32-Jährige,6295,4755,0.7553613979348689
2021,33-Jährige,6150,4603,0.7484552845528455
2021,34-Jährige,5964,4503,0.7550301810865191
2021,35-Jährige,5675,4328,0.7626431718061674
2021,36-Jährige,5426,4113,0.7580169553999263
2021,37-Jährige,5227,3975,0.7604744595370193
2021,38-Jährige,4985,3900,0.7823470411233701
2021,39-Jährige,4883,3744,0.7667417571165267
2021,4-Jährige,2658,1867,0.7024078254326561
2021,40-Jährige,4576,3547,0.7751311188811189
2021,41-Jährige,4384,3350,0.7641423357664233
2021,42-Jährige,3854,3027,0.7854177477944992
2021,43-Jährige,3669,2848,0.7762333060779504
2021,44-Jährige,3394,2596,0.7648791985857395
2021,45-Jährige,3074,2396,0.7794404684450228
2021,46-Jährige,2974,2245,0.7548755884330868
2021,47-Jährige,2729,2110,0.7731769879076584
2021,48-Jährige,2541,1977,0.7780401416765053
2021,49-Jährige,2702,2080,0.7698001480384901
2021,5-Jährige,2772,1827,0.6590909090909091
2021,50-Jährige,2726,2132,0.7820983125458547
2021,51-Jährige,2776,2146,0.7730547550432276
2021,52-Jährige,2755,2157,0.782940108892922
2021,53-Jährige,2712,2124,0.7831858407079646
2021,54-Jährige,2770,2207,0.7967509025270758
2021,55-Jährige,2707,2099,0.7753971185814554
2021,56-Jährige,2637,2004,0.7599544937428896
2021,57-Jährige,2486,1944,0.7819790828640386
2021,58-Jährige,2336,1740,0.7448630136986302
2021,59-Jährige,2061,1675,0.8127122755943716
2021,6-Jährige,3153,1715,0.5439264192832223
2021,60-Jährige,1979,1618,0.8175846387064174
2021,61-Jährige,1843,1438,0.7802495930548019
2021,62-Jährige,1696,1310,0.7724056603773585
2021,63-Jährige,1645,1216,0.739209726443769
2021,64-Jährige,1614,1146,0.7100371747211895
2021,65-Jährige,1435,1067,0.7435540069686412
2021,66-Jährige,1461,1050,0.7186858316221766
2021,67-Jährige,1236,847,0.6852750809061489
2021,68-Jährige,999,685,0.6856856856856857
2021,69-Jährige,951,594,0.6246056782334385
2021,7-Jährige,2591,1708,0.6592049401775376
2021,70-Jährige,895,563,0.6290502793296089
2021,71-Jährige,881,515,0.5845629965947786
2021,72-Jährige,793,511,0.6443883984867591
2021,73-Jährige,665,406,0.6105263157894737
2021,74-Jährige,611,341,0.55810147299509
2021,75-Jährige,573,320,0.5584642233856894
2021,76-Jährige,466,253,0.5429184549356223
2021,77-Jährige,557,305,0.547576301615799
2021,78-Jährige,547,258,0.4716636197440585
2021,79-Jährige,516,250,0.4844961240310077
2021,8-Jährige,2091,1578,0.7546628407460545
2021,80-Jährige,645,275,0.4263565891472868
2021,81-Jährige,615,224,0.3642276422764228
2021,82-Jährige,569,174,0.30579964850615116
2021,83-Jährige,500,146,0.292
2021,84-Jährige,495,153,0.3090909090909091
2021,85-Jährige,457,114,0.24945295404814005
2021,86-Jährige,432,95,0.2199074074074074
2021,87-Jährige,360,81,0.225
2021,88-Jährige,278,58,0.20863309352517986
2021,89-Jährige,287,62,0.21602787456445993
2021,9-Jährige,2007,1489,0.7419033383158944
2021,90-Jährige,290,42,0.14482758620689656
2021,91-Jährige,246,35,0.14227642276422764
2021,92-Jährige,236,27,0.11440677966101695
2021,93-Jährige,209,19,0.09090909090909091
2021,94-Jährige,167,15,0.08982035928143713
2021,95 Jahre und mehr,570,65,0.11403508771929824
2021,unter 1 Jahr,1042,1799,1.7264875239923225
2022,1-Jährige,3442,2436,0.7077280650784428
2022,10-Jährige,2110,1481,0.7018957345971564
2022,11-Jährige,2107,1442,0.6843853820598007
2022,12-Jährige,1992,1299,0.6521084337349398
2022,13-Jährige,1775,1288,0.7256338028169014
2022,14-Jährige,1741,1351,0.7759908098793796
2022,15-Jährige,1566,1348,0.8607918263090677
2022,16-Jährige,1649,1487,0.9017586416009703
2022,17-Jährige,1667,1685,1.0107978404319136
2022,18-Jährige,3424,3338,0.9748831775700935
2022,19-Jährige,4018,3434,0.8546540567446491
2022,2-Jährige,3233,2176,0.6730590782554903
2022,20-Jährige,4642,3691,0.7951314088754847
2022,21-Jährige,5377,4071,0.7571136321368793
2022,22-Jährige,5755,4226,0.7343179843614248
2022,23-Jährige,6319,4370,0.6915651210634594
2022,24-Jährige,7036,4548,0.6463899943149517
2022,25-Jährige,7527,4634,0.6156503254948851
2022,26-Jährige,7225,4400,0.6089965397923875
2022,27-Jährige,7056,4405,0.6242913832199547
2022,28-Jährige,6763,4376,0.6470501256838681
2022,29-Jährige,6589,4262,0.6468356351494916
2022,3-Jährige,3143,2064,0.6566974228444161
2022,30-Jährige,6644,4307,0.6482540638169777
2022,31-Jährige,6702,4442,0.662787227693226
2022,32-Jährige,6505,4534,0.6970023059185242
2022,33-Jährige,6404,4400,0.6870705808869456
2022,34-Jährige,6427,4316,0.6715419324723821
2022,35-Jährige,6113,4255,0.6960575822018649
2022,36-Jährige,5675,4004,0.7055506607929516
2022,37-Jährige,5630,3862,0.6859680284191829
2022,38-Jährige,5191,3670,0.7069928722789444
2022,39-Jährige,5168,3557,0.6882739938080495
2022,4-Jährige,3181,1953,0.6139578748821125
2022,40-Jährige,4901,3326,0.6786370128545195
2022,41-Jährige,4730,3372,0.7128964059196617
2022,42-Jährige,4399,3026,0.6878836099113435
2022,43-Jährige,3895,2732,0.7014120667522464
2022,44-Jährige,3670,2605,0.7098092643051771
2022,45-Jährige,3435,2364,0.6882096069868996
2022,46-Jährige,3231,2319,0.7177344475394615
2022,47-Jährige,3021,2108,0.6977821913273751
2022,48-Jährige,2829,1934,0.6836337928596677
2022,49-Jährige,2740,1917,0.6996350364963504
2022,5-Jährige,3491,1885,0.5399598968776855
2022,50-Jährige,2804,1979,0.7057774607703281
2022,51-Jährige,2923,2047,0.7003079028395484
2022,52-Jährige,2912,1998,0.6861263736263736
2022,53-Jährige,2949,2056,0.6971854866056291
2022,54-Jährige,3042,2166,0.7120315581854043
2022,55-Jährige,2763,1972,0.7137169743032935
2022,56-Jährige,2876,2024,0.7037552155771906
2022,57-Jährige,2627,1916,0.7293490673772364
2022,58-Jährige,2554,1875,0.7341425215348473
2022,59-Jährige,2326,1687,0.7252794496990542
2022,6-Jährige,3579,1921,0.5367421067337245
2022,60-Jährige,2209,1598,0.723404255319149
2022,61-Jährige,1953,1450,0.742447516641065
2022,62-Jährige,1877,1386,0.7384123601491742
2022,63-Jährige,1967,1209,0.6146415861718353
2022,64-Jährige,1716,1153,0.671911421911422
2022,65-Jährige,1655,1106,0.6682779456193354
2022,66-Jährige,1538,973,0.6326397919375812
2022,67-Jährige,1308,806,0.6162079510703364
2022,68-Jährige,1101,691,0.6276112624886467
2022,69-Jährige,1003,616,0.6141575274177468
2022,7-Jährige,2673,1681,0.6288814066591845
2022,70-Jährige,914,550,0.6017505470459519
2022,71-Jährige,841,540,0.6420927467300832
2022,72-Jährige,769,469,0.6098829648894668
2022,73-Jährige,675,433,0.6414814814814814
2022,74-Jährige,606,339,0.5594059405940595
2022,75-Jährige,550,341,0.62
2022,76-Jährige,387,233,0.6020671834625323
2022,77-Jährige,477,283,0.5932914046121593
2022,78-Jährige,473,274,0.5792811839323467
2022,79-Jährige,439,255,0.5808656036446469
2022,8-Jährige,2439,1572,0.6445264452644527
2022,80-Jährige,480,225,0.46875
2022,81-Jährige,504,245,0.4861111111111111
2022,82-Jährige,425,204,0.48
2022,83-Jährige,369,142,0.38482384823848237
2022,84-Jährige,360,146,0.40555555555555556
2022,85-Jährige,321,101,0.3146417445482866
2022,86-Jährige,259,109,0.42084942084942084
2022,87-Jährige,269,77,0.2862453531598513
2022,88-Jährige,203,55,0.270935960591133
2022,89-Jährige,166,48,0.2891566265060241
2022,9-Jährige,2292,1530,0.6675392670157068
2022,90-Jährige,148,42,0.28378378378378377
2022,91-Jährige,157,26,0.16560509554140126
2022,92-Jährige,121,28,0.23140495867768596
2022,93-Jährige,94,16,0.1702127659574468
2022,94-Jährige,71,14,0.19718309859154928
2022,95 Jahre und mehr,259,41,0.1583011583011583
2022,unter 1 Jahr,2606,3405,1.3066001534919416
2023,1-Jährige,3266,2336,0.7152480097979179
2023,10-Jährige,1930,1528,0.7917098445595855
2023,11-Jährige,1909,1527,0.7998952331063384
2023,12-Jährige,1760,1357,0.7710227272727272
2023,13-Jährige,1635,1374,0.8403669724770643
2023,14-Jährige,1576,1381,0.876269035532995
2023,15-Jährige,1558,1457,0.9351732991014121
2023,16-Jährige,1455,1427,0.9807560137457044
2023,17-Jährige,1669,1709,1.023966446974236
2023,18-Jährige,3632,3489,0.9606277533039648
2023,19-Jährige,4246,3652,0.8601036269430051
2023,2-Jährige,2923,2079,0.7112555593568252
2023,20-Jährige,4771,3907,0.8189058897505764
2023,21-Jährige,5312,4139,0.7791792168674698
2023,22-Jährige,6095,4659,0.764397046759639
2023,23-Jährige,6712,4729,0.7045589988081049
2023,24-Jährige,7197,4725,0.6565235514797833
2023,25-Jährige,7601,4855,0.638731745822918
2023,26-Jährige,7737,4798,0.620137004006721
2023,27-Jährige,7207,4786,0.6640765922020259
2023,28-Jährige,6872,4469,0.6503201396973225
2023,29-Jährige,6896,4371,0.6338457076566125
2023,3-Jährige,3063,2027,0.6617695070192622
2023,30-Jährige,6505,4340,0.6671790930053805
2023,31-Jährige,6392,4343,0.6794430538172715
2023,32-Jährige,6394,4489,0.7020644354081952
2023,33-Jährige,6345,4409,0.6948778565799842
2023,34-Jährige,6257,4419,0.706249001118747
2023,35-Jährige,6197,4388,0.7080845570437309
2023,36-Jährige,5896,4207,0.7135345997286295
2023,37-Jährige,5370,3958,0.7370577281191807
2023,38-Jährige,5267,3863,0.7334345927472945
2023,39-Jährige,5034,3762,0.7473182359952324
2023,4-Jährige,2860,1903,0.6653846153846154
2023,40-Jährige,4994,3523,0.7054465358430116
2023,41-Jährige,4608,3439,0.7463107638888888
2023,42-Jährige,4371,3291,0.7529169526424159
2023,43-Jährige,4099,2966,0.7235911197853135
2023,44-Jährige,3624,2709,0.7475165562913907
2023,45-Jährige,3561,2512,0.7054198258916035
2023,46-Jährige,3251,2420,0.7443863426637958
2023,47-Jährige,3104,2343,0.7548324742268041
2023,48-Jährige,2921,2159,0.7391304347826086
2023,49-Jährige,2629,2052,0.7805249144161278
2023,5-Jährige,3246,1850,0.5699322242760321
2023,50-Jährige,2671,2018,0.7555222763010109
2023,51-Jährige,2715,1982,0.7300184162062615
2023,52-Jährige,2722,2005,0.7365907421013961
2023,53-Jährige,2722,2080,0.7641440117560617
2023,54-Jährige,2810,2154,0.7665480427046263
2023,55-Jährige,2740,2054,0.7496350364963503
2023,56-Jährige,2659,1998,0.7514103046257992
2023,57-Jährige,2640,2031,0.7693181818181818
2023,58-Jährige,2506,1903,0.7593774940143655
2023,59-Jährige,2362,1718,0.7273497036409822
2023,6-Jährige,3427,1774,0.5176539247154947
2023,60-Jährige,2243,1786,0.7962550156041016
2023,61-Jährige,2029,1563,0.7703302119270576
2023,62-Jährige,1937,1416,0.7310273618998451
2023,63-Jährige,1927,1389,0.7208095485210171
2023,64-Jährige,1828,1193,0.6526258205689278
2023,65-Jährige,1658,1222,0.7370325693606755
2023,66-Jährige,1600,1048,0.655
2023,67-Jährige,1280,873,0.68203125
2023,68-Jährige,1131,794,0.7020335985853228
2023,69-Jährige,980,683,0.6969387755102041
2023,7-Jährige,2330,1770,0.759656652360515
2023,70-Jährige,867,584,0.6735870818915801
2023,71-Jährige,749,522,0.6969292389853138
2023,72-Jährige,685,431,0.6291970802919709
2023,73-Jährige,673,457,0.6790490341753344
2023,74-Jährige,623,379,0.608346709470305
2023,75-Jährige,491,315,0.6415478615071283
2023,76-Jährige,472,293,0.6207627118644068
2023,77-Jährige,387,229,0.5917312661498708
2023,78-Jährige,390,231,0.5923076923076923
2023,79-Jährige,431,254,0.5893271461716937
2023,8-Jährige,2204,1601,0.7264065335753176
2023,80-Jährige,408,215,0.5269607843137255
2023,81-Jährige,391,233,0.5959079283887468
2023,82-Jährige,394,173,0.43908629441624364
2023,83-Jährige,406,188,0.4630541871921182
2023,84-Jährige,352,142,0.4034090909090909
2023,85-Jährige,294,101,0.3435374149659864
2023,86-Jährige,245,90,0.3673469387755102
2023,87-Jährige,220,69,0.31363636363636366
2023,88-Jährige,191,62,0.32460732984293195
2023,89-Jährige,153,58,0.3790849673202614
2023,9-Jährige,2050,1578,0.7697560975609756
2023,90-Jährige,131,41,0.31297709923664124
2023,91-Jährige,98,21,0.21428571428571427
2023,92-Jährige,92,22,0.2391304347826087
2023,93-Jährige,82,24,0.2926829268292683
2023,94-Jährige,70,12,0.17142857142857143
2023,95 Jahre und mehr,194,41,0.211340206185567
2023,unter 1 Jahr,2428,3410,1.4044481054365734
2024,1-Jährige,3218,2082,0.6469857054070851
2024,10-Jährige,2035,1401,0.6884520884520885
2024,11-Jährige,1787,1337,0.7481813094571909
2024,12-Jährige,1660,1224,0.7373493975903614
2024,13-Jährige,1592,1252,0.7864321608040201
2024,14-Jährige,1582,1330,0.8407079646017699
2024,15-Jährige,1550,1331,0.8587096774193549
2024,16-Jährige,1650,1485,0.9
2024,17-Jährige,1780,1653,0.9286516853932584
2024,18-Jährige,3660,3475,0.9494535519125683
2024,19-Jährige,4234,3728,0.8804912612187057
2024,2-Jährige,2883,1907,0.6614637530350329
2024,20-Jährige,4732,3812,0.8055790363482671
2024,21-Jährige,5338,4020,0.7530910453353316
2024,22-Jährige,5969,4459,0.7470263025632434
2024,23-Jährige,6773,4786,0.7066292632511443
2024,24-Jährige,7593,4745,0.624917687343606
2024,25-Jährige,7851,4923,0.6270538784868169
2024,26-Jährige,7847,4957,0.6317063846055817
2024,27-Jährige,7713,4891,0.6341242058861662
2024,28-Jährige,7197,4674,0.6494372655273031
2024,29-Jährige,6652,4302,0.6467227901383042
2024,3-Jährige,3020,1706,0.5649006622516556
2024,30-Jährige,6376,4157,0.6519761606022585
2024,31-Jährige,6301,4256,0.67544834153309
2024,32-Jährige,6119,4278,0.6991338453995751
2024,33-Jährige,6239,4241,0.6797563712133354
2024,34-Jährige,6173,4400,0.7127814676818403
2024,35-Jährige,6091,4298,0.7056312592349367
2024,36-Jährige,5948,4243,0.7133490248823133
2024,37-Jährige,5724,4131,0.7216981132075472
2024,38-Jährige,5420,3696,0.6819188191881919
2024,39-Jährige,5091,3709,0.7285405617756826
2024,4-Jährige,2858,1736,0.6074177746675997
2024,40-Jährige,4817,3483,0.7230641478098402
2024,41-Jährige,4797,3443,0.7177402543256202
2024,42-Jährige,4568,3405,0.7454028021015762
2024,43-Jährige,4326,3122,0.7216828478964401
2024,44-Jährige,3863,2969,0.7685736474242817
2024,45-Jährige,3664,2619,0.714792576419214
2024,46-Jährige,3531,2500,0.7080147267063155
2024,47-Jährige,3255,2397,0.7364055299539171
2024,48-Jährige,3070,2245,0.7312703583061889
2024,49-Jährige,2615,2012,0.7694072657743786
2024,5-Jährige,3242,1631,0.5030845157310302
2024,50-Jährige,2655,1959,0.7378531073446327
2024,51-Jährige,2616,1858,0.7102446483180428
2024,52-Jährige,2615,1936,0.7403441682600382
2024,53-Jährige,2675,1934,0.7229906542056075
2024,54-Jährige,2732,1971,0.7214494875549048
2024,55-Jährige,2675,2003,0.748785046728972
2024,56-Jährige,2739,2059,0.7517342095655348
2024,57-Jährige,2599,2026,0.7795305886879569
2024,58-Jährige,2576,1934,0.7507763975155279
2024,59-Jährige,2359,1820,0.771513353115727
2024,6-Jährige,3463,1643,0.47444412359226107
2024,60-Jährige,2263,1782,0.7874502872293416
2024,61-Jährige,2121,1626,0.7666195190947667
2024,62-Jährige,2026,1578,0.7788746298124383
2024,63-Jährige,2064,1405,0.6807170542635659
2024,64-Jährige,1921,1314,0.6840187402394586
2024,65-Jährige,1679,1264,0.752829064919595
2024,66-Jährige,1746,1127,0.645475372279496
2024,67-Jährige,1360,937,0.6889705882352941
2024,68-Jährige,1207,749,0.6205468102734052
2024,69-Jährige,1031,684,0.6634335596508244
2024,7-Jährige,2380,1532,0.6436974789915967
2024,70-Jährige,990,619,0.6252525252525253
2024,71-Jährige,862,579,0.6716937354988399
2024,72-Jährige,801,464,0.5792759051186017
2024,73-Jährige,735,443,0.6027210884353742
2024,74-Jährige,669,375,0.5605381165919282
2024,75-Jährige,560,327,0.5839285714285715
2024,76-Jährige,495,279,0.5636363636363636
2024,77-Jährige,509,272,0.5343811394891945
2024,78-Jährige,379,217,0.5725593667546174
2024,79-Jährige,453,199,0.4392935982339956
2024,8-Jährige,2304,1505,0.6532118055555556
2024,80-Jährige,461,223,0.4837310195227766
2024,81-Jährige,427,189,0.4426229508196721
2024,82-Jährige,441,178,0.4036281179138322
2024,83-Jährige,462,182,0.3939393939393939
2024,84-Jährige,436,157,0.36009174311926606
2024,85-Jährige,429,123,0.2867132867132867
2024,86-Jährige,308,116,0.37662337662337664
2024,87-Jährige,282,84,0.2978723404255319
2024,88-Jährige,272,67,0.24632352941176472
2024,89-Jährige,270,70,0.25925925925925924
2024,9-Jährige,2073,1424,0.6869271587071877
2024,90-Jährige,230,52,0.22608695652173913
2024,91-Jährige,137,25,0.18248175182481752
2024,92-Jährige,111,23,0.2072072072072072
2024,93-Jährige,114,22,0.19298245614035087
2024,94-Jährige,92,20,0.21739130434782608
2024,95 Jahre und mehr,276,33,0.11956521739130435
2024,unter 1 Jahr,2502,3248,1.2981614708233413
