year,origin,destination,migrants
2006,Germany,Polen,9090.0
2006,Germany,Portugal,830.0
2006,Germany,Ruanda,26.0
2006,Germany,Rumänien,582.0
2006,Germany,Russische Föderation,2634.0
2006,Germany,Saudi-Arabien,182.0
2006,Germany,Schweden,1700.0
2006,Germany,Schweiz,18007.0
2006,Germany,Senegal,61.0
2006,Germany,Serbien,0.0
2006,Germany,Singapur,541.0
2006,Germany,Slowakei,215.0
2006,Germany,Slowenien,224.0
2006,Germany,Somalia,12.0
2006,Germany,Spanien,8149.0
2006,Germany,Syrien,241.0
2006,Germany,Südafrika,1068.0
2006,Germany,Tadschikistan,46.0
2006,Germany,Tansania,135.0
2006,Germany,Thailand,1105.0
2006,Germany,Tschechien,973.0
2006,Germany,Tunesien,250.0
2006,Germany,Türkei,3451.0
2006,Germany,Uganda,69.0
2006,Germany,Ukraine,284.0
2006,Germany,Unbekanntes Ausland,251.0
2006,Germany,Ungarn,998.0
2006,Germany,Ungeklärt / Ohne Angabe,19442.0
2006,Germany,Uruguay,71.0
2006,Germany,Usbekistan,23.0
2006,Germany,"Venezuela, Bolivarische Republik",195.0
2006,Germany,Vereinigte Arabische Emirate,1144.0
2006,Germany,Vereinigte Staaten,13750.0
2006,Germany,Vereinigtes Königreich,9395.0
2006,Germany,Vietnam,196.0
2006,Germany,Zentralafrikanische Republik,13.0
2006,Germany,Zypern,160.0
2006,Germany,Ägypten,525.0
2006,Germany,Äthiopien,182.0
2006,Germany,Österreich,10345.0
2006,Germany,Übriges Afrika,574.0
2006,Germany,Übriges Amerika,785.0
2006,Germany,Übriges Asien,901.0
2006,Germany,Übriges Europa,532.0
2006,Germany,Übriges Ozeanien,83.0
2007,Germany,Afghanistan,140.0
2007,Germany,Albanien,43.0
2007,Germany,Algerien,146.0
2007,Germany,Andorra,11.0
2007,Germany,Angola,33.0
2007,Germany,Argentinien,429.0
2007,Germany,Armenien,25.0
2007,Germany,Aserbaidschan,30.0
2007,Germany,Australien,3317.0
2007,Germany,Belarus,66.0
2007,Germany,Belgien,2593.0
2007,Germany,"Bolivien, Plurinationaler Staat",176.0
2007,Germany,Bosnien und Herzegowina,137.0
2007,Germany,Brasilien,1352.0
2007,Germany,Bulgarien,269.0
2007,Germany,Chile,384.0
2007,Germany,China,2296.0
2007,Germany,Costa Rica,154.0
2007,Germany,Cote d'Ivoire,18.0
2007,Germany,Dänemark,2082.0
2007,Germany,Estland,66.0
2007,Germany,Finnland,416.0
2007,Germany,Frankreich,7346.0
2007,Germany,Georgien,41.0
2007,Germany,Ghana,180.0
2007,Germany,Griechenland,1524.0
2007,Germany,Honduras,58.0
2007,Germany,Indien,707.0
2007,Germany,Indonesien,281.0
2007,Germany,Irak,278.0
2007,Germany,"Iran, Islamische Republik",354.0
2007,Germany,Irland,1376.0
2007,Germany,Island,128.0
2007,Germany,Israel,373.0
2007,Germany,Italien,3405.0
2007,Germany,Japan,566.0
2007,Germany,Jemen,37.0
2007,Germany,Jordanien,221.0
2007,Germany,Kamerun,59.0
2007,Germany,Kanada,4480.0
2007,Germany,Kasachstan,684.0
2007,Germany,Kenia,202.0
2007,Germany,Kirgisistan,66.0
2007,Germany,Kolumbien,236.0
2007,Germany,"Kongo, Demokratische Republik",24.0
2007,Germany,"Kongo, Republik",13.0
2007,Germany,"Korea, Demokratische Volksrepublik",53.0
2007,Germany,"Korea, Republik",170.0
2007,Germany,Kosovo,0.0
2007,Germany,Kroatien,497.0
2007,Germany,Kuwait,75.0
2007,Germany,Lettland,110.0
2007,Germany,Libanon,542.0
2007,Germany,Libyen,45.0
2007,Germany,Litauen,139.0
2007,Germany,Luxemburg,908.0
2007,Germany,Malta,80.0
2007,Germany,Marokko,291.0
2007,Germany,Mexiko,634.0
2007,Germany,Montenegro (ab 03.06.2006),19.0
2007,Germany,Namibia,235.0
2007,Germany,Neuseeland,1162.0
2007,Germany,Nicaragua,47.0
2007,Germany,Niederlande,3697.0
2007,Germany,Niger,11.0
2007,Germany,Nigeria,146.0
2007,Germany,Nordmazedonien,55.0
2007,Germany,Norwegen,2485.0
2007,Germany,Pakistan,392.0
2007,Germany,Paraguay,502.0
2007,Germany,Peru,261.0
2007,Germany,Philippinen,467.0
2007,Germany,Polen,10451.0
2007,Germany,Portugal,937.0
2007,Germany,Ruanda,36.0
2007,Germany,Rumänien,764.0
2007,Germany,Russische Föderation,2695.0
2007,Germany,Saudi-Arabien,195.0
2007,Germany,Schweden,2178.0
2007,Germany,Schweiz,23459.0
2007,Germany,Senegal,53.0
2007,Germany,Serbien,0.0
2007,Germany,Singapur,661.0
2007,Germany,Slowakei,249.0
2007,Germany,Slowenien,200.0
2007,Germany,Somalia,4.0
2007,Germany,Spanien,8991.0
2007,Germany,Syrien,252.0
2007,Germany,Südafrika,1087.0
2007,Germany,Tadschikistan,53.0
2007,Germany,Tansania,101.0
2007,Germany,Thailand,1201.0
2007,Germany,Tschechien,952.0
2007,Germany,Tunesien,294.0
2007,Germany,Türkei,3826.0
2007,Germany,Uganda,75.0
2007,Germany,Ukraine,327.0
2007,Germany,Unbekanntes Ausland,297.0
2007,Germany,Ungarn,1028.0
2007,Germany,Ungeklärt / Ohne Angabe,9571.0
2007,Germany,Uruguay,89.0
2007,Germany,Usbekistan,39.0
2007,Germany,"Venezuela, Bolivarische Republik",192.0
2007,Germany,Vereinigte Arabische Emirate,1251.0
2007,Germany,Vereinigte Staaten,14385.0
2007,Germany,Vereinigtes Königreich,9996.0
2007,Germany,Vietnam,208.0
2007,Germany,Zentralafrikanische Republik,4.0
2007,Germany,Zypern,145.0
2007,Germany,Ägypten,482.0
2007,Germany,Äthiopien,212.0
2007,Germany,Österreich,11201.0
2007,Germany,Übriges Afrika,670.0
2007,Germany,Übriges Amerika,833.0
2007,Germany,Übriges Asien,997.0
2007,Germany,Übriges Europa,545.0
2007,Germany,Übriges Ozeanien,74.0
2008,Germany,Afghanistan,171.0
2008,Germany,Albanien,51.0
2008,Germany,Algerien,177.0
2008,Germany,Andorra,16.0
2008,Germany,Angola,23.0
2008,Germany,Argentinien,502.0
2008,Germany,Armenien,20.0
2008,Germany,Aserbaidschan,39.0
2008,Germany,Australien,3674.0
2008,Germany,Belarus,77.0
2008,Germany,Belgien,2608.0
2008,Germany,"Bolivien, Plurinationaler Staat",203.0
2008,Germany,Bosnien und Herzegowina,144.0
2008,Germany,Brasilien,1446.0
2008,Germany,Bulgarien,283.0
2008,Germany,Chile,409.0
2008,Germany,China,2553.0
2008,Germany,Costa Rica,179.0
2008,Germany,Cote d'Ivoire,23.0
2008,Germany,Dänemark,2208.0
2008,Germany,Estland,103.0
2008,Germany,Finnland,461.0
2008,Germany,Frankreich,7988.0
2008,Germany,Georgien,48.0
2008,Germany,Ghana,197.0
2008,Germany,Griechenland,1543.0
2008,Germany,Honduras,55.0
2008,Germany,Indien,805.0
2008,Germany,Indonesien,308.0
2008,Germany,Irak,340.0
2008,Germany,"Iran, Islamische Republik",340.0
2008,Germany,Irland,1363.0
2008,Germany,Island,144.0
2008,Germany,Israel,334.0
2008,Germany,Italien,3645.0
2008,Germany,Japan,654.0
2008,Germany,Jemen,58.0
2008,Germany,Jordanien,309.0
2008,Germany,Kamerun,65.0
2008,Germany,Kanada,5605.0
2008,Germany,Kasachstan,772.0
2008,Germany,Kenia,284.0
2008,Germany,Kirgisistan,64.0
2008,Germany,Kolumbien,275.0
2008,Germany,"Kongo, Demokratische Republik",36.0
2008,Germany,"Kongo, Republik",13.0
2008,Germany,"Korea, Demokratische Volksrepublik",42.0
2008,Germany,"Korea, Republik",171.0
2008,Germany,Kosovo,79.0
2008,Germany,Kroatien,544.0
2008,Germany,Kuwait,78.0
2008,Germany,Lettland,116.0
2008,Germany,Libanon,649.0
2008,Germany,Libyen,75.0
2008,Germany,Litauen,132.0
2008,Germany,Luxemburg,953.0
2008,Germany,Malta,110.0
2008,Germany,Marokko,353.0
2008,Germany,Mexiko,760.0
2008,Germany,Montenegro (ab 03.06.2006),45.0
2008,Germany,Namibia,295.0
2008,Germany,Neuseeland,1373.0
2008,Germany,Nicaragua,53.0
2008,Germany,Niederlande,4282.0
2008,Germany,Niger,11.0
2008,Germany,Nigeria,172.0
2008,Germany,Nordmazedonien,54.0
2008,Germany,Norwegen,2973.0
2008,Germany,Pakistan,411.0
2008,Germany,Paraguay,505.0
2008,Germany,Peru,259.0
2008,Germany,Philippinen,547.0
2008,Germany,Polen,13711.0
2008,Germany,Portugal,966.0
2008,Germany,Ruanda,32.0
2008,Germany,Rumänien,917.0
2008,Germany,Russische Föderation,3299.0
2008,Germany,Saudi-Arabien,215.0
2008,Germany,Schweden,2410.0
2008,Germany,Schweiz,29139.0
2008,Germany,Senegal,75.0
2008,Germany,Serbien,261.0
2008,Germany,Singapur,745.0
2008,Germany,Slowakei,271.0
2008,Germany,Slowenien,224.0
2008,Germany,Somalia,13.0
2008,Germany,Spanien,9245.0
2008,Germany,Syrien,324.0
2008,Germany,Südafrika,1231.0
2008,Germany,Tadschikistan,40.0
2008,Germany,Tansania,149.0
2008,Germany,Thailand,1386.0
2008,Germany,Tschechien,986.0
2008,Germany,Tunesien,371.0
2008,Germany,Türkei,4609.0
2008,Germany,Uganda,104.0
2008,Germany,Ukraine,430.0
2008,Germany,Unbekanntes Ausland,422.0
2008,Germany,Ungarn,1132.0
2008,Germany,Ungeklärt / Ohne Angabe,153.0
2008,Germany,Uruguay,134.0
2008,Germany,Usbekistan,31.0
2008,Germany,"Venezuela, Bolivarische Republik",205.0
2008,Germany,Vereinigte Arabische Emirate,2052.0
2008,Germany,Vereinigte Staaten,15436.0
2008,Germany,Vereinigtes Königreich,10706.0
2008,Germany,Vietnam,212.0
2008,Germany,Zentralafrikanische Republik,13.0
2008,Germany,Zypern,189.0
2008,Germany,Ägypten,645.0
2008,Germany,Äthiopien,172.0
2008,Germany,Österreich,13336.0
2008,Germany,Übriges Afrika,743.0
2008,Germany,Übriges Amerika,890.0
2008,Germany,Übriges Asien,1120.0
2008,Germany,Übriges Europa,293.0
2008,Germany,Übriges Ozeanien,65.0
2009,Germany,Afghanistan,187.0
2009,Germany,Albanien,48.0
2009,Germany,Algerien,169.0
2009,Germany,Andorra,11.0
2009,Germany,Angola,30.0
2009,Germany,Argentinien,471.0
2009,Germany,Armenien,36.0
2009,Germany,Aserbaidschan,39.0
2009,Germany,Australien,3554.0
2009,Germany,Belarus,54.0
2009,Germany,Belgien,2429.0
2009,Germany,"Bolivien, Plurinationaler Staat",185.0
2009,Germany,Bosnien und Herzegowina,167.0
2009,Germany,Brasilien,1448.0
2009,Germany,Bulgarien,287.0
2009,Germany,Chile,462.0
2009,Germany,China,2279.0
2009,Germany,Costa Rica,155.0
2009,Germany,Cote d'Ivoire,29.0
2009,Germany,Dänemark,1667.0
2009,Germany,Estland,70.0
2009,Germany,Finnland,411.0
2009,Germany,Frankreich,7317.0
2009,Germany,Georgien,56.0
2009,Germany,Ghana,199.0
2009,Germany,Griechenland,1495.0
2009,Germany,Honduras,49.0
2009,Germany,Indien,741.0
2009,Germany,Indonesien,321.0
2009,Germany,Irak,517.0
2009,Germany,"Iran, Islamische Republik",393.0
2009,Germany,Irland,953.0
2009,Germany,Island,77.0
2009,Germany,Israel,507.0
2009,Germany,Italien,3277.0
2009,Germany,Japan,587.0
2009,Germany,Jemen,50.0
2009,Germany,Jordanien,273.0
2009,Germany,Kamerun,71.0
2009,Germany,Kanada,4258.0
2009,Germany,Kasachstan,551.0
2009,Germany,Kenia,260.0
2009,Germany,Kirgisistan,82.0
2009,Germany,Kolumbien,255.0
2009,Germany,"Kongo, Demokratische Republik",38.0
2009,Germany,"Kongo, Republik",28.0
2009,Germany,"Korea, Demokratische Volksrepublik",43.0
2009,Germany,"Korea, Republik",151.0
2009,Germany,Kosovo,155.0
2009,Germany,Kroatien,581.0
2009,Germany,Kuwait,80.0
2009,Germany,Lettland,72.0
2009,Germany,Libanon,810.0
2009,Germany,Libyen,96.0
2009,Germany,Litauen,112.0
2009,Germany,Luxemburg,827.0
2009,Germany,Malta,104.0
2009,Germany,Marokko,343.0
2009,Germany,Mexiko,747.0
2009,Germany,Montenegro (ab 03.06.2006),31.0
2009,Germany,Namibia,286.0
2009,Germany,Neuseeland,1261.0
2009,Germany,Nicaragua,50.0
2009,Germany,Niederlande,3906.0
2009,Germany,Niger,26.0
2009,Germany,Nigeria,172.0
2009,Germany,Nordmazedonien,61.0
2009,Germany,Norwegen,2086.0
2009,Germany,Pakistan,369.0
2009,Germany,Paraguay,477.0
2009,Germany,Peru,296.0
2009,Germany,Philippinen,591.0
2009,Germany,Polen,12049.0
2009,Germany,Portugal,887.0
2009,Germany,Ruanda,39.0
2009,Germany,Rumänien,840.0
2009,Germany,Russische Föderation,2780.0
2009,Germany,Saudi-Arabien,272.0
2009,Germany,Schweden,2100.0
2009,Germany,Schweiz,24624.0
2009,Germany,Senegal,47.0
2009,Germany,Serbien,256.0
2009,Germany,Singapur,589.0
2009,Germany,Slowakei,221.0
2009,Germany,Slowenien,218.0
2009,Germany,Somalia,5.0
2009,Germany,Spanien,7836.0
2009,Germany,Syrien,282.0
2009,Germany,Südafrika,1147.0
2009,Germany,Tadschikistan,27.0
2009,Germany,Tansania,157.0
2009,Germany,Thailand,1505.0
2009,Germany,Tschechien,978.0
2009,Germany,Tunesien,369.0
2009,Germany,Türkei,4633.0
2009,Germany,Uganda,104.0
2009,Germany,Ukraine,336.0
2009,Germany,Unbekanntes Ausland,399.0
2009,Germany,Ungarn,991.0
2009,Germany,Ungeklärt / Ohne Angabe,158.0
2009,Germany,Uruguay,100.0
2009,Germany,Usbekistan,32.0
2009,Germany,"Venezuela, Bolivarische Republik",183.0
2009,Germany,Vereinigte Arabische Emirate,1835.0
2009,Germany,Vereinigte Staaten,13445.0
2009,Germany,Vereinigtes Königreich,9112.0
2009,Germany,Vietnam,263.0
2009,Germany,Zentralafrikanische Republik,3.0
2009,Germany,Zypern,180.0
2009,Germany,Ägypten,645.0
2009,Germany,Äthiopien,151.0
2009,Germany,Österreich,11818.0
2009,Germany,Übriges Afrika,784.0
2009,Germany,Übriges Amerika,881.0
2009,Germany,Übriges Asien,1124.0
2009,Germany,Übriges Europa,228.0
2009,Germany,Übriges Ozeanien,79.0
2010,Germany,Afghanistan,180.0
2010,Germany,Albanien,58.0
2010,Germany,Algerien,158.0
2010,Germany,Andorra,8.0
2010,Germany,Angola,29.0
2010,Germany,Argentinien,474.0
2010,Germany,Armenien,20.0
2010,Germany,Aserbaidschan,33.0
2010,Germany,Australien,3662.0
2010,Germany,Belarus,57.0
2010,Germany,Belgien,2283.0
2010,Germany,"Bolivien, Plurinationaler Staat",196.0
2010,Germany,Bosnien und Herzegowina,141.0
2010,Germany,Brasilien,1552.0
2010,Germany,Bulgarien,243.0
2010,Germany,Chile,390.0
2010,Germany,China,2578.0
2010,Germany,Costa Rica,176.0
2010,Germany,Cote d'Ivoire,13.0
2010,Germany,Dänemark,1265.0
2010,Germany,Estland,54.0
2010,Germany,Finnland,401.0
2010,Germany,Frankreich,6559.0
2010,Germany,Georgien,56.0
2010,Germany,Ghana,200.0
2010,Germany,Griechenland,1159.0
2010,Germany,Honduras,34.0
2010,Germany,Indien,751.0
2010,Germany,Indonesien,363.0
2010,Germany,Irak,766.0
2010,Germany,"Iran, Islamische Republik",380.0
2010,Germany,Irland,861.0
2010,Germany,Island,71.0
2010,Germany,Israel,494.0
2010,Germany,Italien,2806.0
2010,Germany,Japan,580.0
2010,Germany,Jemen,35.0
2010,Germany,Jordanien,247.0
2010,Germany,Kamerun,97.0
2010,Germany,Kanada,3318.0
2010,Germany,Kasachstan,576.0
2010,Germany,Kenia,258.0
2010,Germany,Kirgisistan,57.0
2010,Germany,Kolumbien,301.0
2010,Germany,"Kongo, Demokratische Republik",35.0
2010,Germany,"Kongo, Republik",22.0
2010,Germany,"Korea, Demokratische Volksrepublik",44.0
2010,Germany,"Korea, Republik",224.0
2010,Germany,Kosovo,133.0
2010,Germany,Kroatien,485.0
2010,Germany,Kuwait,66.0
2010,Germany,Lettland,63.0
2010,Germany,Libanon,784.0
2010,Germany,Libyen,75.0
2010,Germany,Litauen,111.0
2010,Germany,Luxemburg,789.0
2010,Germany,Malta,106.0
2010,Germany,Marokko,370.0
2010,Germany,Mexiko,678.0
2010,Germany,Montenegro (ab 03.06.2006),30.0
2010,Germany,Namibia,305.0
2010,Germany,Neuseeland,1079.0
2010,Germany,Nicaragua,50.0
2010,Germany,Niederlande,3462.0
2010,Germany,Niger,12.0
2010,Germany,Nigeria,160.0
2010,Germany,Nordmazedonien,54.0
2010,Germany,Norwegen,1564.0
2010,Germany,Pakistan,364.0
2010,Germany,Paraguay,490.0
2010,Germany,Peru,290.0
2010,Germany,Philippinen,512.0
2010,Germany,Polen,9434.0
2010,Germany,Portugal,810.0
2010,Germany,Ruanda,31.0
2010,Germany,Rumänien,637.0
2010,Germany,Russische Föderation,2530.0
2010,Germany,Saudi-Arabien,301.0
2010,Germany,Schweden,1668.0
2010,Germany,Schweiz,22034.0
2010,Germany,Senegal,55.0
2010,Germany,Serbien,257.0
2010,Germany,Singapur,699.0
2010,Germany,Slowakei,155.0
2010,Germany,Slowenien,198.0
2010,Germany,Somalia,12.0
2010,Germany,Spanien,6705.0
2010,Germany,Syrien,362.0
2010,Germany,Südafrika,1049.0
2010,Germany,Tadschikistan,41.0
2010,Germany,Tansania,163.0
2010,Germany,Thailand,1553.0
2010,Germany,Tschechien,880.0
2010,Germany,Tunesien,404.0
2010,Germany,Türkei,4735.0
2010,Germany,Uganda,99.0
2010,Germany,Ukraine,315.0
2010,Germany,Unbekanntes Ausland,541.0
2010,Germany,Ungarn,905.0
2010,Germany,Ungeklärt / Ohne Angabe,39.0
2010,Germany,Uruguay,118.0
2010,Germany,Usbekistan,38.0
2010,Germany,"Venezuela, Bolivarische Republik",137.0
2010,Germany,Vereinigte Arabische Emirate,1454.0
2010,Germany,Vereinigte Staaten,12986.0
2010,Germany,Vereinigtes Königreich,8530.0
2010,Germany,Vietnam,199.0
2010,Germany,Zentralafrikanische Republik,11.0
2010,Germany,Zypern,178.0
2010,Germany,Ägypten,614.0
2010,Germany,Äthiopien,145.0
2010,Germany,Österreich,10831.0
2010,Germany,Übriges Afrika,708.0
2010,Germany,Übriges Amerika,804.0
2010,Germany,Übriges Asien,1123.0
2010,Germany,Übriges Europa,133.0
2010,Germany,Übriges Ozeanien,82.0
2011,Germany,Afghanistan,228.0
2011,Germany,Albanien,45.0
2011,Germany,Algerien,161.0
2011,Germany,Andorra,10.0
2011,Germany,Angola,31.0
2011,Germany,Argentinien,432.0
2011,Germany,Armenien,21.0
2011,Germany,Aserbaidschan,48.0
2011,Germany,Australien,3345.0
2011,Germany,Belarus,57.0
2011,Germany,Belgien,2138.0
2011,Germany,"Bolivien, Plurinationaler Staat",182.0
2011,Germany,Bosnien und Herzegowina,123.0
2011,Germany,Brasilien,1587.0
2011,Germany,Bulgarien,262.0
2011,Germany,Chile,465.0
2011,Germany,China,2910.0
2011,Germany,Costa Rica,166.0
2011,Germany,Cote d'Ivoire,20.0
2011,Germany,Dänemark,1201.0
2011,Germany,Estland,59.0
2011,Germany,Finnland,313.0
2011,Germany,Frankreich,6638.0
2011,Germany,Georgien,50.0
2011,Germany,Ghana,184.0
2011,Germany,Griechenland,953.0
2011,Germany,Honduras,34.0
2011,Germany,Indien,853.0
2011,Germany,Indonesien,318.0
2011,Germany,Irak,1024.0
2011,Germany,"Iran, Islamische Republik",367.0
2011,Germany,Irland,831.0
2011,Germany,Island,76.0
2011,Germany,Israel,525.0
2011,Germany,Italien,2789.0
2011,Germany,Japan,574.0
2011,Germany,Jemen,14.0
2011,Germany,Jordanien,326.0
2011,Germany,Kamerun,63.0
2011,Germany,Kanada,2923.0
2011,Germany,Kasachstan,521.0
2011,Germany,Kenia,321.0
2011,Germany,Kirgisistan,46.0
2011,Germany,Kolumbien,300.0
2011,Germany,"Kongo, Demokratische Republik",55.0
2011,Germany,"Kongo, Republik",18.0
2011,Germany,"Korea, Demokratische Volksrepublik",28.0
2011,Germany,"Korea, Republik",164.0
2011,Germany,Kosovo,142.0
2011,Germany,Kroatien,409.0
2011,Germany,Kuwait,75.0
2011,Germany,Lettland,75.0
2011,Germany,Libanon,771.0
2011,Germany,Libyen,63.0
2011,Germany,Litauen,84.0
2011,Germany,Luxemburg,990.0
2011,Germany,Malta,115.0
2011,Germany,Marokko,396.0
2011,Germany,Mexiko,684.0
2011,Germany,Montenegro (ab 03.06.2006),36.0
2011,Germany,Namibia,221.0
2011,Germany,Neuseeland,1071.0
2011,Germany,Nicaragua,48.0
2011,Germany,Niederlande,3404.0
2011,Germany,Niger,8.0
2011,Germany,Nigeria,190.0
2011,Germany,Nordmazedonien,61.0
2011,Germany,Norwegen,1506.0
2011,Germany,Pakistan,356.0
2011,Germany,Paraguay,465.0
2011,Germany,Peru,318.0
2011,Germany,Philippinen,521.0
2011,Germany,Polen,7602.0
2011,Germany,Portugal,694.0
2011,Germany,Ruanda,35.0
2011,Germany,Rumänien,652.0
2011,Germany,Russische Föderation,2404.0
2011,Germany,Saudi-Arabien,318.0
2011,Germany,Schweden,1848.0
2011,Germany,Schweiz,22540.0
2011,Germany,Senegal,57.0
2011,Germany,Serbien,266.0
2011,Germany,Singapur,770.0
2011,Germany,Slowakei,184.0
2011,Germany,Slowenien,162.0
2011,Germany,Somalia,13.0
2011,Germany,Spanien,6685.0
2011,Germany,Syrien,244.0
2011,Germany,Südafrika,1087.0
2011,Germany,Tadschikistan,30.0
2011,Germany,Tansania,165.0
2011,Germany,Thailand,1507.0
2011,Germany,Tschechien,864.0
2011,Germany,Tunesien,438.0
2011,Germany,Türkei,5285.0
2011,Germany,Uganda,70.0
2011,Germany,Ukraine,355.0
2011,Germany,Unbekanntes Ausland,0.0
2011,Germany,Ungarn,894.0
2011,Germany,Ungeklärt / Ohne Angabe,755.0
2011,Germany,Uruguay,86.0
2011,Germany,Usbekistan,28.0
2011,Germany,"Venezuela, Bolivarische Republik",144.0
2011,Germany,Vereinigte Arabische Emirate,1378.0
2011,Germany,Vereinigte Staaten,13053.0
2011,Germany,Vereinigtes Königreich,8385.0
2011,Germany,Vietnam,260.0
2011,Germany,Zentralafrikanische Republik,11.0
2011,Germany,Zypern,173.0
2011,Germany,Ägypten,702.0
2011,Germany,Äthiopien,132.0
2011,Germany,Österreich,11073.0
2011,Germany,Übriges Afrika,647.0
2011,Germany,Übriges Amerika,893.0
2011,Germany,Übriges Asien,1194.0
2011,Germany,Übriges Europa,154.0
2011,Germany,Übriges Ozeanien,87.0
2012,Germany,Afghanistan,203.0
2012,Germany,Albanien,58.0
2012,Germany,Algerien,131.0
2012,Germany,Andorra,16.0
2012,Germany,Angola,30.0
2012,Germany,Argentinien,450.0
2012,Germany,Armenien,23.0
2012,Germany,Aserbaidschan,40.0
2012,Germany,Australien,3154.0
2012,Germany,Belarus,67.0
2012,Germany,Belgien,2031.0
2012,Germany,"Bolivien, Plurinationaler Staat",192.0
2012,Germany,Bosnien und Herzegowina,162.0
2012,Germany,Brasilien,1588.0
2012,Germany,Bulgarien,281.0
2012,Germany,Chile,477.0
2012,Germany,China,2928.0
2012,Germany,Costa Rica,131.0
2012,Germany,Cote d'Ivoire,29.0
2012,Germany,Dänemark,1126.0
2012,Germany,Estland,84.0
2012,Germany,Finnland,367.0
2012,Germany,Frankreich,6245.0
2012,Germany,Georgien,65.0
2012,Germany,Ghana,196.0
2012,Germany,Griechenland,749.0
2012,Germany,Honduras,36.0
2012,Germany,Indien,851.0
2012,Germany,Indonesien,365.0
2012,Germany,Irak,1268.0
2012,Germany,"Iran, Islamische Republik",367.0
2012,Germany,Irland,749.0
2012,Germany,Island,74.0
2012,Germany,Israel,507.0
2012,Germany,Italien,2481.0
2012,Germany,Japan,523.0
2012,Germany,Jemen,20.0
2012,Germany,Jordanien,247.0
2012,Germany,Kamerun,75.0
2012,Germany,Kanada,2692.0
2012,Germany,Kasachstan,450.0
2012,Germany,Kenia,228.0
2012,Germany,Kirgisistan,61.0
2012,Germany,Kolumbien,307.0
2012,Germany,"Kongo, Demokratische Republik",24.0
2012,Germany,"Kongo, Republik",17.0
2012,Germany,"Korea, Demokratische Volksrepublik",22.0
2012,Germany,"Korea, Republik",223.0
2012,Germany,Kosovo,114.0
2012,Germany,Kroatien,368.0
2012,Germany,Kuwait,63.0
2012,Germany,Lettland,75.0
2012,Germany,Libanon,659.0
2012,Germany,Libyen,94.0
2012,Germany,Litauen,85.0
2012,Germany,Luxemburg,819.0
2012,Germany,Malta,122.0
2012,Germany,Marokko,402.0
2012,Germany,Mexiko,750.0
2012,Germany,Montenegro (ab 03.06.2006),28.0
2012,Germany,Namibia,204.0
2012,Germany,Neuseeland,1033.0
2012,Germany,Nicaragua,55.0
2012,Germany,Niederlande,3200.0
2012,Germany,Niger,8.0
2012,Germany,Nigeria,192.0
2012,Germany,Nordmazedonien,66.0
2012,Germany,Norwegen,1364.0
2012,Germany,Pakistan,376.0
2012,Germany,Paraguay,326.0
2012,Germany,Peru,268.0
2012,Germany,Philippinen,551.0
2012,Germany,Polen,6180.0
2012,Germany,Portugal,614.0
2012,Germany,Ruanda,45.0
2012,Germany,Rumänien,682.0
2012,Germany,Russische Föderation,2361.0
2012,Germany,Saudi-Arabien,287.0
2012,Germany,Schweden,1750.0
2012,Germany,Schweiz,20826.0
2012,Germany,Senegal,68.0
2012,Germany,Serbien,291.0
2012,Germany,Singapur,902.0
2012,Germany,Slowakei,173.0
2012,Germany,Slowenien,166.0
2012,Germany,Somalia,8.0
2012,Germany,Spanien,5997.0
2012,Germany,Syrien,118.0
2012,Germany,Südafrika,1094.0
2012,Germany,Tadschikistan,33.0
2012,Germany,Tansania,126.0
2012,Germany,Thailand,1540.0
2012,Germany,Tschechien,754.0
2012,Germany,Tunesien,501.0
2012,Germany,Türkei,5459.0
2012,Germany,Uganda,104.0
2012,Germany,Ukraine,303.0
2012,Germany,Unbekanntes Ausland,0.0
2012,Germany,Ungarn,892.0
2012,Germany,Ungeklärt / Ohne Angabe,1002.0
2012,Germany,Uruguay,108.0
2012,Germany,Usbekistan,22.0
2012,Germany,"Venezuela, Bolivarische Republik",137.0
2012,Germany,Vereinigte Arabische Emirate,1403.0
2012,Germany,Vereinigte Staaten,12803.0
2012,Germany,Vereinigtes Königreich,7802.0
2012,Germany,Vietnam,247.0
2012,Germany,Zentralafrikanische Republik,4.0
2012,Germany,Zypern,156.0
2012,Germany,Ägypten,612.0
2012,Germany,Äthiopien,157.0
2012,Germany,Österreich,11022.0
2012,Germany,Übriges Afrika,658.0
2012,Germany,Übriges Amerika,835.0
2012,Germany,Übriges Asien,1167.0
2012,Germany,Übriges Europa,129.0
2012,Germany,Übriges Ozeanien,62.0
2013,Germany,Afghanistan,213.0
2013,Germany,Albanien,62.0
2013,Germany,Algerien,159.0
2013,Germany,Andorra,4.0
2013,Germany,Angola,30.0
2013,Germany,Argentinien,451.0
2013,Germany,Armenien,32.0
2013,Germany,Aserbaidschan,39.0
2013,Germany,Australien,3319.0
2013,Germany,Belarus,127.0
2013,Germany,Belgien,2278.0
2013,Germany,"Bolivien, Plurinationaler Staat",198.0
2013,Germany,Bosnien und Herzegowina,141.0
2013,Germany,Brasilien,1641.0
2013,Germany,Bulgarien,333.0
2013,Germany,Chile,465.0
2013,Germany,China,2802.0
2013,Germany,Costa Rica,137.0
2013,Germany,Cote d'Ivoire,19.0
2013,Germany,Dänemark,1057.0
2013,Germany,Estland,68.0
2013,Germany,Finnland,376.0
2013,Germany,Frankreich,6327.0
2013,Germany,Georgien,89.0
2013,Germany,Ghana,182.0
2013,Germany,Griechenland,753.0
2013,Germany,Honduras,34.0
