year,origin,destination,migrants
2013,Germany,Indien,824.0
2013,Germany,Indonesien,420.0
2013,Germany,Irak,1373.0
2013,Germany,"Iran, Islamische Republik",357.0
2013,Germany,Irland,849.0
2013,Germany,Island,92.0
2013,Germany,Israel,548.0
2013,Germany,Italien,2612.0
2013,Germany,Japan,630.0
2013,Germany,Jemen,37.0
2013,Germany,Jordanien,276.0
2013,Germany,Kamerun,77.0
2013,Germany,Kanada,2604.0
2013,Germany,Kasachstan,511.0
2013,Germany,Kenia,285.0
2013,Germany,Kirgisistan,95.0
2013,Germany,Kolumbien,350.0
2013,Germany,"Kongo, Demokratische Republik",41.0
2013,Germany,"Kongo, Republik",19.0
2013,Germany,"Korea, Demokratische Volksrepublik",43.0
2013,Germany,"Korea, Republik",258.0
2013,Germany,Kosovo,150.0
2013,Germany,Kroatien,455.0
2013,Germany,Kuwait,57.0
2013,Germany,Lettland,90.0
2013,Germany,Libanon,661.0
2013,Germany,Libyen,94.0
2013,Germany,Litauen,108.0
2013,Germany,Luxemburg,872.0
2013,Germany,Malta,158.0
2013,Germany,Marokko,431.0
2013,Germany,Mexiko,859.0
2013,Germany,Montenegro (ab 03.06.2006),41.0
2013,Germany,Namibia,232.0
2013,Germany,Neuseeland,1148.0
2013,Germany,Nicaragua,54.0
2013,Germany,Niederlande,3193.0
2013,Germany,Niger,10.0
2013,Germany,Nigeria,211.0
2013,Germany,Nordmazedonien,66.0
2013,Germany,Norwegen,1310.0
2013,Germany,Pakistan,342.0
2013,Germany,Paraguay,377.0
2013,Germany,Peru,312.0
2013,Germany,Philippinen,538.0
2013,Germany,Polen,6616.0
2013,Germany,Portugal,708.0
2013,Germany,Ruanda,61.0
2013,Germany,Rumänien,811.0
2013,Germany,Russische Föderation,2212.0
2013,Germany,Saudi-Arabien,296.0
2013,Germany,Schweden,1720.0
2013,Germany,Schweiz,21435.0
2013,Germany,Senegal,42.0
2013,Germany,Serbien,237.0
2013,Germany,Singapur,778.0
2013,Germany,Slowakei,190.0
2013,Germany,Slowenien,149.0
2013,Germany,Somalia,32.0
2013,Germany,Spanien,5975.0
2013,Germany,Syrien,78.0
2013,Germany,Südafrika,1100.0
2013,Germany,Tadschikistan,58.0
2013,Germany,Tansania,178.0
2013,Germany,Thailand,1716.0
2013,Germany,Tschechien,824.0
2013,Germany,Tunesien,526.0
2013,Germany,Türkei,6162.0
2013,Germany,Uganda,73.0
2013,Germany,Ukraine,353.0
2013,Germany,Unbekanntes Ausland,0.0
2013,Germany,Ungarn,1038.0
2013,Germany,Ungeklärt / Ohne Angabe,2332.0
2013,Germany,Uruguay,111.0
2013,Germany,Usbekistan,31.0
2013,Germany,"Venezuela, Bolivarische Republik",110.0
2013,Germany,Vereinigte Arabische Emirate,1567.0
2013,Germany,Vereinigte Staaten,13532.0
2013,Germany,Vereinigtes Königreich,8155.0
2013,Germany,Vietnam,270.0
2013,Germany,Zentralafrikanische Republik,13.0
2013,Germany,Zypern,153.0
2013,Germany,Ägypten,583.0
2013,Germany,Äthiopien,150.0
2013,Germany,Österreich,11222.0
2013,Germany,Übriges Afrika,723.0
2013,Germany,Übriges Amerika,991.0
2013,Germany,Übriges Asien,1337.0
2013,Germany,Übriges Europa,139.0
2013,Germany,Übriges Ozeanien,89.0
2014,Germany,Afghanistan,172.0
2014,Germany,Albanien,46.0
2014,Germany,Algerien,166.0
2014,Germany,Andorra,3.0
2014,Germany,Angola,32.0
2014,Germany,Argentinien,392.0
2014,Germany,Armenien,17.0
2014,Germany,Aserbaidschan,32.0
2014,Germany,Australien,3519.0
2014,Germany,Belarus,136.0
2014,Germany,Belgien,2150.0
2014,Germany,"Bolivien, Plurinationaler Staat",197.0
2014,Germany,Bosnien und Herzegowina,144.0
2014,Germany,Brasilien,1538.0
2014,Germany,Bulgarien,401.0
2014,Germany,Chile,479.0
2014,Germany,China,2859.0
2014,Germany,Costa Rica,191.0
2014,Germany,Cote d'Ivoire,28.0
2014,Germany,Dänemark,1249.0
2014,Germany,Estland,78.0
2014,Germany,Finnland,321.0
2014,Germany,Frankreich,6357.0
2014,Germany,Georgien,68.0
2014,Germany,Ghana,185.0
2014,Germany,Griechenland,858.0
2014,Germany,Honduras,33.0
2014,Germany,Indien,828.0
2014,Germany,Indonesien,439.0
2014,Germany,Irak,1262.0
2014,Germany,"Iran, Islamische Republik",380.0
2014,Germany,Irland,937.0
2014,Germany,Island,97.0
2014,Germany,Israel,537.0
2014,Germany,Italien,2472.0
2014,Germany,Japan,701.0
2014,Germany,Jemen,6.0
2014,Germany,Jordanien,271.0
2014,Germany,Kamerun,92.0
2014,Germany,Kanada,2530.0
2014,Germany,Kasachstan,384.0
2014,Germany,Kenia,230.0
2014,Germany,Kirgisistan,74.0
2014,Germany,Kolumbien,374.0
2014,Germany,"Kongo, Demokratische Republik",26.0
2014,Germany,"Kongo, Republik",16.0
2014,Germany,"Korea, Demokratische Volksrepublik",33.0
2014,Germany,"Korea, Republik",265.0
2014,Germany,Kosovo,159.0
2014,Germany,Kroatien,467.0
2014,Germany,Kuwait,72.0
2014,Germany,Lettland,94.0
2014,Germany,Libanon,640.0
2014,Germany,Libyen,40.0
2014,Germany,Litauen,121.0
2014,Germany,Luxemburg,848.0
2014,Germany,Malta,175.0
2014,Germany,Marokko,543.0
2014,Germany,Mexiko,899.0
2014,Germany,Montenegro (ab 03.06.2006),35.0
2014,Germany,Namibia,202.0
2014,Germany,Neuseeland,1254.0
2014,Germany,Nicaragua,83.0
2014,Germany,Niederlande,3418.0
2014,Germany,Niger,8.0
2014,Germany,Nigeria,155.0
2014,Germany,Nordmazedonien,79.0
2014,Germany,Norwegen,1298.0
2014,Germany,Pakistan,417.0
2014,Germany,Paraguay,319.0
2014,Germany,Peru,348.0
2014,Germany,Philippinen,555.0
2014,Germany,Polen,6254.0
2014,Germany,Portugal,803.0
2014,Germany,Ruanda,36.0
2014,Germany,Rumänien,838.0
2014,Germany,Russische Föderation,2300.0
2014,Germany,Saudi-Arabien,405.0
2014,Germany,Schweden,1811.0
2014,Germany,Schweiz,19930.0
2014,Germany,Senegal,73.0
2014,Germany,Serbien,255.0
2014,Germany,Singapur,714.0
2014,Germany,Slowakei,167.0
2014,Germany,Slowenien,157.0
2014,Germany,Somalia,12.0
2014,Germany,Spanien,6155.0
2014,Germany,Syrien,56.0
2014,Germany,Südafrika,1071.0
2014,Germany,Tadschikistan,30.0
2014,Germany,Tansania,129.0
2014,Germany,Thailand,1847.0
2014,Germany,Tschechien,899.0
2014,Germany,Tunesien,556.0
2014,Germany,Türkei,6793.0
2014,Germany,Uganda,97.0
2014,Germany,Ukraine,290.0
2014,Germany,Unbekanntes Ausland,10032.0
2014,Germany,Ungarn,1093.0
2014,Germany,Ungeklärt / Ohne Angabe,71.0
2014,Germany,Uruguay,111.0
2014,Germany,Usbekistan,21.0
2014,Germany,"Venezuela, Bolivarische Republik",104.0
2014,Germany,Vereinigte Arabische Emirate,1586.0
2014,Germany,Vereinigte Staaten,14240.0
2014,Germany,Vereinigtes Königreich,8707.0
2014,Germany,Vietnam,244.0
2014,Germany,Zentralafrikanische Republik,14.0
2014,Germany,Zypern,150.0
2014,Germany,Ägypten,572.0
2014,Germany,Äthiopien,139.0
2014,Germany,Österreich,10789.0
2014,Germany,Übriges Afrika,712.0
2014,Germany,Übriges Amerika,963.0
2014,Germany,Übriges Asien,1387.0
2014,Germany,Übriges Europa,117.0
2014,Germany,Übriges Ozeanien,72.0
2015,Germany,Afghanistan,159.0
2015,Germany,Albanien,47.0
2015,Germany,Algerien,158.0
2015,Germany,Andorra,4.0
2015,Germany,Angola,37.0
2015,Germany,Argentinien,418.0
2015,Germany,Armenien,17.0
2015,Germany,Aserbaidschan,39.0
2015,Germany,Australien,3523.0
2015,Germany,Belarus,159.0
2015,Germany,Belgien,2123.0
2015,Germany,"Bolivien, Plurinationaler Staat",180.0
2015,Germany,Bosnien und Herzegowina,135.0
2015,Germany,Brasilien,1338.0
2015,Germany,Bulgarien,331.0
2015,Germany,Chile,495.0
2015,Germany,China,2729.0
2015,Germany,Costa Rica,192.0
2015,Germany,Cote d'Ivoire,27.0
2015,Germany,Dänemark,1254.0
2015,Germany,Estland,75.0
2015,Germany,Finnland,339.0
2015,Germany,Frankreich,5863.0
2015,Germany,Georgien,63.0
2015,Germany,Ghana,159.0
2015,Germany,Griechenland,741.0
2015,Germany,Honduras,33.0
2015,Germany,Indien,761.0
2015,Germany,Indonesien,355.0
2015,Germany,Irak,1033.0
2015,Germany,"Iran, Islamische Republik",334.0
2015,Germany,Irland,1017.0
2015,Germany,Island,98.0
2015,Germany,Israel,539.0
2015,Germany,Italien,2297.0
2015,Germany,Japan,684.0
2015,Germany,Jemen,3.0
2015,Germany,Jordanien,269.0
2015,Germany,Kamerun,80.0
2015,Germany,Kanada,2200.0
2015,Germany,Kasachstan,333.0
2015,Germany,Kenia,236.0
2015,Germany,Kirgisistan,69.0
2015,Germany,Kolumbien,374.0
2015,Germany,"Kongo, Demokratische Republik",41.0
2015,Germany,"Kongo, Republik",11.0
2015,Germany,"Korea, Demokratische Volksrepublik",32.0
2015,Germany,"Korea, Republik",219.0
2015,Germany,Kosovo,135.0
2015,Germany,Kroatien,446.0
2015,Germany,Kuwait,64.0
2015,Germany,Lettland,84.0
2015,Germany,Libanon,650.0
2015,Germany,Libyen,19.0
2015,Germany,Litauen,111.0
2015,Germany,Luxemburg,734.0
2015,Germany,Malta,194.0
2015,Germany,Marokko,466.0
2015,Germany,Mexiko,915.0
2015,Germany,Montenegro (ab 03.06.2006),33.0
2015,Germany,Namibia,193.0
2015,Germany,Neuseeland,1284.0
2015,Germany,Nicaragua,53.0
2015,Germany,Niederlande,3384.0
2015,Germany,Niger,21.0
2015,Germany,Nigeria,158.0
2015,Germany,Nordmazedonien,65.0
2015,Germany,Norwegen,1168.0
2015,Germany,Pakistan,307.0
2015,Germany,Paraguay,328.0
2015,Germany,Peru,331.0
2015,Germany,Philippinen,538.0
2015,Germany,Polen,5536.0
2015,Germany,Portugal,868.0
2015,Germany,Ruanda,38.0
2015,Germany,Rumänien,829.0
2015,Germany,Russische Föderation,2341.0
2015,Germany,Saudi-Arabien,295.0
2015,Germany,Schweden,1771.0
2015,Germany,Schweiz,18266.0
2015,Germany,Senegal,33.0
2015,Germany,Serbien,233.0
2015,Germany,Singapur,747.0
2015,Germany,Slowakei,155.0
2015,Germany,Slowenien,132.0
2015,Germany,Somalia,8.0
2015,Germany,Spanien,6216.0
2015,Germany,Syrien,74.0
2015,Germany,Südafrika,930.0
2015,Germany,Tadschikistan,37.0
2015,Germany,Tansania,158.0
2015,Germany,Thailand,1669.0
2015,Germany,Tschechien,898.0
2015,Germany,Tunesien,400.0
2015,Germany,Türkei,6750.0
2015,Germany,Uganda,90.0
2015,Germany,Ukraine,273.0
2015,Germany,Unbekanntes Ausland,6593.0
2015,Germany,Ungarn,935.0
2015,Germany,Ungeklärt / Ohne Angabe,174.0
2015,Germany,Uruguay,129.0
2015,Germany,Usbekistan,23.0
2015,Germany,"Venezuela, Bolivarische Republik",99.0
2015,Germany,Vereinigte Arabische Emirate,1498.0
2015,Germany,Vereinigte Staaten,13438.0
2015,Germany,Vereinigtes Königreich,8917.0
2015,Germany,Vietnam,251.0
2015,Germany,Zentralafrikanische Republik,14.0
2015,Germany,Zypern,155.0
2015,Germany,Ägypten,549.0
2015,Germany,Äthiopien,111.0
2015,Germany,Österreich,10239.0
2015,Germany,Übriges Afrika,637.0
2015,Germany,Übriges Amerika,973.0
2015,Germany,Übriges Asien,1287.0
2015,Germany,Übriges Europa,148.0
2015,Germany,Übriges Ozeanien,52.0
2016,Germany,Afghanistan,83.0
2016,Germany,Albanien,49.0
2016,Germany,Algerien,154.0
2016,Germany,Andorra,12.0
2016,Germany,Angola,13.0
2016,Germany,Argentinien,388.0
2016,Germany,Armenien,37.0
2016,Germany,Aserbaidschan,23.0
2016,Germany,Australien,3439.0
2016,Germany,Belarus,146.0
2016,Germany,Belgien,2048.0
2016,Germany,"Bolivien, Plurinationaler Staat",195.0
2016,Germany,Bosnien und Herzegowina,148.0
2016,Germany,Brasilien,1219.0
2016,Germany,Bulgarien,461.0
2016,Germany,Chile,423.0
2016,Germany,China,2379.0
2016,Germany,Costa Rica,176.0
2016,Germany,Cote d'Ivoire,16.0
2016,Germany,Dänemark,1329.0
2016,Germany,Estland,74.0
2016,Germany,Finnland,356.0
2016,Germany,Frankreich,5895.0
2016,Germany,Georgien,78.0
2016,Germany,Ghana,143.0
2016,Germany,Griechenland,729.0
2016,Germany,Honduras,25.0
2016,Germany,Indien,708.0
2016,Germany,Indonesien,359.0
2016,Germany,Irak,799.0
2016,Germany,"Iran, Islamische Republik",340.0
2016,Germany,Irland,1006.0
2016,Germany,Island,107.0
2016,Germany,Israel,509.0
2016,Germany,Italien,2457.0
2016,Germany,Japan,731.0
2016,Germany,Jemen,6.0
2016,Germany,Jordanien,274.0
2016,Germany,Kamerun,110.0
2016,Germany,Kanada,2431.0
2016,Germany,Kasachstan,323.0
2016,Germany,Kenia,176.0
2016,Germany,Kirgisistan,41.0
2016,Germany,Kolumbien,378.0
2016,Germany,"Kongo, Demokratische Republik",38.0
2016,Germany,"Kongo, Republik",8.0
2016,Germany,"Korea, Demokratische Volksrepublik",29.0
2016,Germany,"Korea, Republik",232.0
2016,Germany,Kosovo,147.0
2016,Germany,Kroatien,461.0
2016,Germany,Kuwait,54.0
2016,Germany,Lettland,89.0
2016,Germany,Libanon,646.0
2016,Germany,Libyen,23.0
2016,Germany,Litauen,122.0
2016,Germany,Luxemburg,733.0
2016,Germany,Malta,238.0
2016,Germany,Marokko,464.0
2016,Germany,Mexiko,953.0
2016,Germany,Montenegro (ab 03.06.2006),38.0
2016,Germany,Namibia,191.0
2016,Germany,Neuseeland,1268.0
2016,Germany,Nicaragua,43.0
2016,Germany,Niederlande,3499.0
2016,Germany,Niger,9.0
2016,Germany,Nigeria,127.0
2016,Germany,Nordmazedonien,60.0
2016,Germany,Norwegen,1095.0
2016,Germany,Pakistan,347.0
2016,Germany,Paraguay,418.0
2016,Germany,Peru,303.0
2016,Germany,Philippinen,528.0
2016,Germany,Polen,5418.0
2016,Germany,Portugal,1081.0
2016,Germany,Ruanda,35.0
2016,Germany,Rumänien,827.0
2016,Germany,Russische Föderation,2254.0
2016,Germany,Saudi-Arabien,293.0
2016,Germany,Schweden,1835.0
2016,Germany,Schweiz,17650.0
2016,Germany,Senegal,56.0
2016,Germany,Serbien,225.0
2016,Germany,Singapur,710.0
2016,Germany,Slowakei,173.0
2016,Germany,Slowenien,137.0
2016,Germany,Somalia,15.0
2016,Germany,Spanien,6352.0
2016,Germany,Syrien,43.0
2016,Germany,Südafrika,866.0
2016,Germany,Tadschikistan,14.0
2016,Germany,Tansania,119.0
2016,Germany,Thailand,1776.0
2016,Germany,Tschechien,952.0
2016,Germany,Tunesien,337.0
2016,Germany,Türkei,6230.0
2016,Germany,Uganda,65.0
2016,Germany,Ukraine,301.0
2016,Germany,Unbekanntes Ausland,2008.0
2016,Germany,Ungarn,1086.0
2016,Germany,Ungeklärt / Ohne Angabe,150679.0
2016,Germany,Uruguay,126.0
2016,Germany,Usbekistan,37.0
2016,Germany,"Venezuela, Bolivarische Republik",90.0
2016,Germany,Vereinigte Arabische Emirate,1282.0
2016,Germany,Vereinigte Staaten,12781.0
2016,Germany,Vereinigtes Königreich,8243.0
2016,Germany,Vietnam,292.0
2016,Germany,Zentralafrikanische Republik,24.0
2016,Germany,Zypern,193.0
2016,Germany,Ägypten,524.0
2016,Germany,Äthiopien,131.0
2016,Germany,Österreich,10283.0
2016,Germany,Übriges Afrika,588.0
2016,Germany,Übriges Amerika,922.0
2016,Germany,Übriges Asien,1211.0
2016,Germany,Übriges Europa,105.0
2016,Germany,Übriges Ozeanien,86.0
2017,Germany,Afghanistan,61.0
2017,Germany,Albanien,68.0
2017,Germany,Algerien,125.0
2017,Germany,Andorra,8.0
2017,Germany,Angola,18.0
2017,Germany,Argentinien,359.0
2017,Germany,Armenien,27.0
2017,Germany,Aserbaidschan,31.0
2017,Germany,Australien,3265.0
2017,Germany,Belarus,130.0
2017,Germany,Belgien,1803.0
2017,Germany,"Bolivien, Plurinationaler Staat",194.0
2017,Germany,Bosnien und Herzegowina,79.0
2017,Germany,Brasilien,1006.0
2017,Germany,Bulgarien,450.0
2017,Germany,Chile,387.0
2017,Germany,China,2070.0
2017,Germany,Costa Rica,148.0
2017,Germany,Cote d'Ivoire,23.0
2017,Germany,Dänemark,1246.0
2017,Germany,Estland,94.0
2017,Germany,Finnland,334.0
2017,Germany,Frankreich,5149.0
2017,Germany,Georgien,90.0
2017,Germany,Ghana,130.0
2017,Germany,Griechenland,690.0
2017,Germany,Honduras,24.0
2017,Germany,Indien,705.0
2017,Germany,Indonesien,359.0
2017,Germany,Irak,634.0
2017,Germany,"Iran, Islamische Republik",238.0
2017,Germany,Irland,886.0
2017,Germany,Island,109.0
2017,Germany,Israel,462.0
2017,Germany,Italien,2287.0
2017,Germany,Japan,704.0
2017,Germany,Jemen,0.0
2017,Germany,Jordanien,275.0
2017,Germany,Kamerun,85.0
2017,Germany,Kanada,2396.0
2017,Germany,Kasachstan,326.0
2017,Germany,Kenia,217.0
2017,Germany,Kirgisistan,73.0
2017,Germany,Kolumbien,345.0
2017,Germany,"Kongo, Demokratische Republik",32.0
2017,Germany,"Kongo, Republik",13.0
2017,Germany,"Korea, Demokratische Volksrepublik",16.0
2017,Germany,"Korea, Republik",244.0
2017,Germany,Kosovo,126.0
2017,Germany,Kroatien,364.0
2017,Germany,Kuwait,43.0
2017,Germany,Lettland,93.0
2017,Germany,Libanon,565.0
2017,Germany,Libyen,31.0
2017,Germany,Litauen,99.0
2017,Germany,Luxemburg,669.0
2017,Germany,Malta,234.0
2017,Germany,Marokko,379.0
2017,Germany,Mexiko,914.0
2017,Germany,Montenegro (ab 03.06.2006),42.0
2017,Germany,Namibia,165.0
2017,Germany,Neuseeland,1364.0
2017,Germany,Nicaragua,57.0
2017,Germany,Niederlande,3319.0
2017,Germany,Niger,15.0
2017,Germany,Nigeria,152.0
2017,Germany,Nordmazedonien,76.0
2017,Germany,Norwegen,953.0
2017,Germany,Pakistan,305.0
2017,Germany,Paraguay,393.0
2017,Germany,Peru,262.0
2017,Germany,Philippinen,465.0
2017,Germany,Polen,5069.0
2017,Germany,Portugal,1091.0
2017,Germany,Ruanda,47.0
2017,Germany,Rumänien,782.0
2017,Germany,Russische Föderation,2008.0
2017,Germany,Saudi-Arabien,212.0
2017,Germany,Schweden,1641.0
2017,Germany,Schweiz,15784.0
2017,Germany,Senegal,41.0
2017,Germany,Serbien,217.0
2017,Germany,Singapur,572.0
2017,Germany,Slowakei,178.0
2017,Germany,Slowenien,131.0
2017,Germany,Somalia,14.0
2017,Germany,Spanien,5959.0
2017,Germany,Syrien,42.0
2017,Germany,Südafrika,800.0
2017,Germany,Tadschikistan,9.0
2017,Germany,Tansania,112.0
2017,Germany,Thailand,1756.0
2017,Germany,Tschechien,825.0
2017,Germany,Tunesien,349.0
2017,Germany,Türkei,5841.0
2017,Germany,Uganda,79.0
2017,Germany,Ukraine,285.0
2017,Germany,Unbekanntes Ausland,1459.0
2017,Germany,Ungarn,1047.0
2017,Germany,Ungeklärt / Ohne Angabe,131545.0
2017,Germany,Uruguay,149.0
2017,Germany,Usbekistan,26.0
2017,Germany,"Venezuela, Bolivarische Republik",49.0
2017,Germany,Vereinigte Arabische Emirate,971.0
2017,Germany,Vereinigte Staaten,10585.0
2017,Germany,Vereinigtes Königreich,6677.0
2017,Germany,Vietnam,247.0
2017,Germany,Zentralafrikanische Republik,33.0
2017,Germany,Zypern,179.0
2017,Germany,Ägypten,417.0
2017,Germany,Äthiopien,112.0
2017,Germany,Österreich,9660.0
2017,Germany,Übriges Afrika,564.0
2017,Germany,Übriges Amerika,839.0
2017,Germany,Übriges Asien,1097.0
2017,Germany,Übriges Europa,82.0
2017,Germany,Übriges Ozeanien,99.0
2018,Germany,Afghanistan,63.0
2018,Germany,Albanien,53.0
2018,Germany,Algerien,184.0
2018,Germany,Andorra,10.0
2018,Germany,Angola,17.0
2018,Germany,Argentinien,351.0
2018,Germany,Armenien,34.0
2018,Germany,Aserbaidschan,22.0
2018,Germany,Australien,3169.0
2018,Germany,Belarus,157.0
2018,Germany,Belgien,2005.0
2018,Germany,"Bolivien, Plurinationaler Staat",207.0
2018,Germany,Bosnien und Herzegowina,115.0
2018,Germany,Brasilien,986.0
2018,Germany,Bulgarien,532.0
2018,Germany,Chile,491.0
2018,Germany,China,2157.0
2018,Germany,Costa Rica,182.0
2018,Germany,Cote d'Ivoire,29.0
2018,Germany,Dänemark,1418.0
2018,Germany,Estland,107.0
2018,Germany,Finnland,357.0
2018,Germany,Frankreich,5814.0
2018,Germany,Georgien,88.0
2018,Germany,Ghana,132.0
2018,Germany,Griechenland,862.0
2018,Germany,Honduras,28.0
2018,Germany,Indien,711.0
2018,Germany,Indonesien,417.0
2018,Germany,Irak,636.0
2018,Germany,"Iran, Islamische Republik",231.0
2018,Germany,Irland,957.0
2018,Germany,Island,131.0
2018,Germany,Israel,515.0
2018,Germany,Italien,2431.0
2018,Germany,Japan,730.0
2018,Germany,Jemen,13.0
2018,Germany,Jordanien,226.0
2018,Germany,Kamerun,83.0
2018,Germany,Kanada,2392.0
2018,Germany,Kasachstan,308.0
2018,Germany,Kenia,208.0
2018,Germany,Kirgisistan,79.0
2018,Germany,Kolumbien,406.0
2018,Germany,"Kongo, Demokratische Republik",43.0
2018,Germany,"Kongo, Republik",7.0
2018,Germany,"Korea, Demokratische Volksrepublik",19.0
2018,Germany,"Korea, Republik",225.0
2018,Germany,Kosovo,125.0
2018,Germany,Kroatien,418.0
2018,Germany,Kuwait,50.0
2018,Germany,Lettland,116.0
2018,Germany,Libanon,634.0
2018,Germany,Libyen,42.0
2018,Germany,Litauen,108.0
2018,Germany,Luxemburg,715.0
2018,Germany,Malta,288.0
2018,Germany,Marokko,417.0
2018,Germany,Mexiko,989.0
2018,Germany,Montenegro (ab 03.06.2006),43.0
2018,Germany,Namibia,211.0
2018,Germany,Neuseeland,1296.0
2018,Germany,Nicaragua,43.0
2018,Germany,Niederlande,3746.0
2018,Germany,Niger,17.0
2018,Germany,Nigeria,120.0
2018,Germany,Nordmazedonien,47.0
2018,Germany,Norwegen,1133.0
2018,Germany,Pakistan,341.0
2018,Germany,Paraguay,438.0
2018,Germany,Peru,243.0
2018,Germany,Philippinen,587.0
2018,Germany,Polen,5126.0
2018,Germany,Portugal,1427.0
2018,Germany,Ruanda,32.0
2018,Germany,Rumänien,851.0
2018,Germany,Russische Föderation,2105.0
2018,Germany,Saudi-Arabien,218.0
2018,Germany,Schweden,1821.0
2018,Germany,Schweiz,16430.0
2018,Germany,Senegal,49.0
2018,Germany,Serbien,189.0
2018,Germany,Singapur,665.0
2018,Germany,Slowakei,163.0
2018,Germany,Slowenien,115.0
2018,Germany,Somalia,18.0
2018,Germany,Spanien,6433.0
2018,Germany,Syrien,46.0
2018,Germany,Südafrika,798.0
2018,Germany,Tadschikistan,16.0
2018,Germany,Tansania,123.0
2018,Germany,Thailand,1869.0
2018,Germany,Tschechien,869.0
2018,Germany,Tunesien,336.0
2018,Germany,Türkei,6203.0
2018,Germany,Uganda,94.0
2018,Germany,Ukraine,345.0
2018,Germany,Unbekanntes Ausland,1805.0
2018,Germany,Ungarn,1249.0
2018,Germany,Ungeklärt / Ohne Angabe,136167.0
2018,Germany,Uruguay,104.0
2018,Germany,Usbekistan,22.0
2018,Germany,"Venezuela, Bolivarische Republik",76.0
2018,Germany,Vereinigte Arabische Emirate,1048.0
2018,Germany,Vereinigte Staaten,10447.0
2018,Germany,Vereinigtes Königreich,7032.0
2018,Germany,Vietnam,294.0
2018,Germany,Zentralafrikanische Republik,29.0
2018,Germany,Zypern,325.0
2018,Germany,Ägypten,577.0
2018,Germany,Äthiopien,120.0
2018,Germany,Österreich,10852.0
2018,Germany,Übriges Afrika,586.0
2018,Germany,Übriges Amerika,870.0
2018,Germany,Übriges Asien,1212.0
2018,Germany,Übriges Europa,135.0
2018,Germany,Übriges Ozeanien,55.0
2019,Germany,Afghanistan,76.0
2019,Germany,Albanien,58.0
2019,Germany,Algerien,126.0
2019,Germany,Andorra,7.0
2019,Germany,Angola,13.0
2019,Germany,Argentinien,323.0
2019,Germany,Armenien,40.0
2019,Germany,Aserbaidschan,22.0
2019,Germany,Australien,3147.0
2019,Germany,Belarus,161.0
2019,Germany,Belgien,2166.0
2019,Germany,"Bolivien, Plurinationaler Staat",169.0
2019,Germany,Bosnien und Herzegowina,133.0
2019,Germany,Brasilien,1081.0
2019,Germany,Bulgarien,563.0
2019,Germany,Chile,420.0
2019,Germany,China,1992.0
2019,Germany,Costa Rica,172.0
2019,Germany,Cote d'Ivoire,36.0
2019,Germany,Dänemark,1563.0
2019,Germany,Estland,105.0
2019,Germany,Finnland,377.0
2019,Germany,Frankreich,5682.0
2019,Germany,Georgien,80.0
2019,Germany,Ghana,125.0
2019,Germany,Griechenland,923.0
2019,Germany,Honduras,16.0
2019,Germany,Indien,587.0
2019,Germany,Indonesien,419.0
2019,Germany,Irak,662.0
2019,Germany,"Iran, Islamische Republik",247.0
2019,Germany,Irland,957.0
2019,Germany,Island,92.0
2019,Germany,Israel,522.0
2019,Germany,Italien,2452.0
2019,Germany,Japan,823.0
2019,Germany,Jemen,19.0
2019,Germany,Jordanien,244.0
2019,Germany,Kamerun,95.0
2019,Germany,Kanada,2297.0
2019,Germany,Kasachstan,336.0
2019,Germany,Kenia,275.0
2019,Germany,Kirgisistan,72.0
2019,Germany,Kolumbien,437.0
2019,Germany,"Kongo, Demokratische Republik",25.0
2019,Germany,"Kongo, Republik",8.0
2019,Germany,"Korea, Demokratische Volksrepublik",26.0
2019,Germany,"Korea, Republik",211.0
2019,Germany,Kosovo,148.0
2019,Germany,Kroatien,433.0
2019,Germany,Kuwait,50.0
2019,Germany,Lettland,211.0
2019,Germany,Libanon,581.0
2019,Germany,Libyen,43.0
2019,Germany,Litauen,113.0
2019,Germany,Luxemburg,729.0
2019,Germany,Malta,200.0
2019,Germany,Marokko,354.0
2019,Germany,Mexiko,785.0
2019,Germany,Montenegro (ab 03.06.2006),41.0
2019,Germany,Namibia,201.0
2019,Germany,Neuseeland,1108.0
2019,Germany,Nicaragua,48.0
2019,Germany,Niederlande,3918.0
2019,Germany,Niger,17.0
2019,Germany,Nigeria,126.0
2019,Germany,Nordmazedonien,66.0
2019,Germany,Norwegen,1073.0
2019,Germany,Pakistan,346.0
2019,Germany,Paraguay,409.0
2019,Germany,Peru,287.0
2019,Germany,Philippinen,528.0
2019,Germany,Polen,5188.0
2019,Germany,Portugal,1546.0
2019,Germany,Ruanda,18.0
2019,Germany,Rumänien,965.0
2019,Germany,Russische Föderation,2019.0
2019,Germany,Saudi-Arabien,205.0
2019,Germany,Schweden,1882.0
2019,Germany,Schweiz,16340.0
2019,Germany,Senegal,66.0
2019,Germany,Serbien,212.0
2019,Germany,Singapur,642.0
2019,Germany,Slowakei,154.0
2019,Germany,Slowenien,114.0
2019,Germany,Somalia,12.0
2019,Germany,Spanien,6479.0
2019,Germany,Syrien,55.0
2019,Germany,Südafrika,712.0
2019,Germany,Tadschikistan,14.0
2019,Germany,Tansania,80.0
2019,Germany,Thailand,1711.0
2019,Germany,Tschechien,856.0
2019,Germany,Tunesien,310.0
2019,Germany,Türkei,5765.0
2019,Germany,Uganda,79.0
2019,Germany,Ukraine,357.0
2019,Germany,Unbekanntes Ausland,1851.0
2019,Germany,Ungarn,1377.0
2019,Germany,Ungeklärt / Ohne Angabe,145345.0
2019,Germany,Uruguay,78.0
